seedling_id,species_code,block,pot,position,sample_id,planting_notes,date_planted,date_sampled,age_days,native,exotic
875,ABIG,A,A100,11,A100-11,NA,25/09/2016,15/12/2016,81,1,0
876,ECUR,A,A100,12,A100-12,NA,25/09/2016,15/12/2016,81,0,1
877,ABIG,A,A101,1,A101-1,NA,25/09/2016,16/12/2016,82,1,0
878,PLAB,A,A101,2,A101-2,NA,25/09/2016,16/12/2016,82,1,0
879,RCAES,A,A101,3,A101-3,NA,25/09/2016,16/12/2016,82,1,0
880,ECUR,A,A101,4,A101-4,NA,25/09/2016,16/12/2016,82,0,1
881,PLAB,A,A101,5,A101-5,NA,25/09/2016,16/12/2016,82,1,0
882,ECUR,A,A101,6,A101-6,NA,25/09/2016,16/12/2016,82,0,1
883,ABIG,A,A101,7,A101-7,NA,25/09/2016,16/12/2016,82,1,0
884,RCAES,A,A101,8,A101-8,NA,25/09/2016,16/12/2016,82,1,0
885,RCAES,A,A101,9,A101-9,NA,25/09/2016,16/12/2016,82,1,0
886,ECUR,A,A101,10,A101-10,NA,25/09/2016,16/12/2016,82,0,1
887,ABIG,A,A101,11,A101-11,NA,25/09/2016,16/12/2016,82,1,0
888,PLAB,A,A101,12,A101-12,NA,25/09/2016,16/12/2016,82,1,0
889,ECUR,A,A102,1,A102-1,NA,25/09/2016,16/12/2016,82,0,1
890,ABIG,A,A102,2,A102-2,NA,25/09/2016,16/12/2016,82,1,0
891,PLAB,A,A102,3,A102-3,NA,25/09/2016,16/12/2016,82,1,0
892,RCAES,A,A102,4,A102-4,NA,25/09/2016,16/12/2016,82,1,0
893,ABIG,A,A102,5,A102-5,NA,25/09/2016,16/12/2016,82,1,0
894,ECUR,A,A102,6,A102-6,NA,25/09/2016,16/12/2016,82,0,1
895,RCAES,A,A102,7,A102-7,NA,25/09/2016,16/12/2016,82,1,0
896,PLAB,A,A102,8,A102-8,NA,25/09/2016,16/12/2016,82,1,0
897,PLAB,A,A102,9,A102-9,died,25/09/2016,NA,NA,1,0
898,ECUR,A,A102,10,A102-10,NA,25/09/2016,16/12/2016,82,0,1
899,RCAES,A,A102,11,A102-11,NA,25/09/2016,16/12/2016,82,1,0
900,ABIG,A,A102,12,A102-12,NA,25/09/2016,16/12/2016,82,1,0
901,ABIG,B,B1,1,B1-1,NA,24/09/2016,14/12/2016,81,1,0
902,RCAES,B,B1,2,B1-2,died,24/09/2016,NA,NA,1,0
903,PLAB,B,B1,3,B1-3,NA,24/09/2016,14/12/2016,81,1,0
904,ABIG,B,B2,1,B2-1,NA,24/09/2016,13/12/2016,80,1,0
905,PLAB,B,B2,2,B2-2,NA,24/09/2016,13/12/2016,80,1,0
906,RCAES,B,B2,3,B2-3,NA,24/09/2016,13/12/2016,80,1,0
907,ABIG,B,B3,1,B3-1,NA,24/09/2016,13/12/2016,80,1,0
908,PLAB,B,B3,2,B3-2,NA,24/09/2016,13/12/2016,80,1,0
909,RCAES,B,B3,3,B3-3,NA,24/09/2016,13/12/2016,80,1,0
910,PLAB,B,B4,1,B4-1,NA,24/09/2016,13/12/2016,80,1,0
911,ABIG,B,B4,2,B4-2,NA,24/09/2016,13/12/2016,80,1,0
912,PLAB,B,B4,3,B4-3,NA,24/09/2016,13/12/2016,80,1,0
913,ABIG,B,B4,4,B4-4,NA,24/09/2016,13/12/2016,80,1,0
914,RCAES,B,B4,5,B4-5,NA,24/09/2016,13/12/2016,80,1,0
915,RCAES,B,B4,6,B4-6,NA,24/09/2016,13/12/2016,80,1,0
916,PLAB,B,B5,1,B5-1,NA,24/09/2016,14/12/2016,81,1,0
917,ABIG,B,B5,2,B5-2,NA,24/09/2016,14/12/2016,81,1,0
918,ABIG,B,B5,3,B5-3,NA,24/09/2016,14/12/2016,81,1,0
919,PLAB,B,B5,4,B5-4,NA,24/09/2016,14/12/2016,81,1,0
920,RCAES,B,B5,5,B5-5,NA,24/09/2016,14/12/2016,81,1,0
921,RCAES,B,B5,6,B5-6,NA,24/09/2016,14/12/2016,81,1,0
922,ABIG,B,B6,1,B6-1,NA,24/09/2016,14/12/2016,81,1,0
923,ABIG,B,B6,2,B6-2,NA,24/09/2016,14/12/2016,81,1,0
924,RCAES,B,B6,3,B6-3,NA,24/09/2016,14/12/2016,81,1,0
925,RCAES,B,B6,4,B6-4,NA,24/09/2016,14/12/2016,81,1,0
926,PLAB,B,B6,5,B6-5,NA,24/09/2016,14/12/2016,81,1,0
927,PLAB,B,B6,6,B6-6,NA,24/09/2016,14/12/2016,81,1,0
928,PLAB,B,B7,1,B7-1,NA,24/09/2016,14/12/2016,81,1,0
929,PLAB,B,B7,2,B7-2,NA,24/09/2016,14/12/2016,81,1,0
930,RCAES,B,B7,3,B7-3,NA,24/09/2016,14/12/2016,81,1,0
931,RCAES,B,B7,4,B7-4,NA,24/09/2016,14/12/2016,81,1,0
932,ABIG,B,B7,5,B7-5,NA,24/09/2016,14/12/2016,81,1,0
933,ABIG,B,B7,6,B7-6,NA,24/09/2016,14/12/2016,81,1,0
934,ABIG,B,B7,7,B7-7,NA,24/09/2016,14/12/2016,81,1,0
935,RCAES,B,B7,8,B7-8,NA,24/09/2016,14/12/2016,81,1,0
936,PLAB,B,B7,9,B7-9,NA,24/09/2016,14/12/2016,81,1,0
937,PLAB,B,B8,1,B8-1,NA,24/09/2016,13/12/2016,80,1,0
938,ABIG,B,B8,2,B8-2,NA,24/09/2016,13/12/2016,80,1,0
939,ABIG,B,B8,3,B8-3,NA,24/09/2016,13/12/2016,80,1,0
940,RCAES,B,B8,4,B8-4,NA,24/09/2016,13/12/2016,80,1,0
941,PLAB,B,B8,5,B8-5,NA,24/09/2016,13/12/2016,80,1,0
942,RCAES,B,B8,6,B8-6,NA,24/09/2016,13/12/2016,80,1,0
943,RCAES,B,B8,7,B8-7,NA,24/09/2016,13/12/2016,80,1,0
944,ABIG,B,B8,8,B8-8,NA,24/09/2016,13/12/2016,80,1,0
945,PLAB,B,B8,9,B8-9,NA,24/09/2016,13/12/2016,80,1,0
946,RCAES,B,B9,1,B9-1,died,24/09/2016,NA,NA,1,0
947,PLAB,B,B9,2,B9-2,NA,24/09/2016,13/12/2016,80,1,0
948,ABIG,B,B9,3,B9-3,NA,24/09/2016,13/12/2016,80,1,0
949,PLAB,B,B9,4,B9-4,NA,24/09/2016,13/12/2016,80,1,0
950,PLAB,B,B9,5,B9-5,NA,24/09/2016,13/12/2016,80,1,0
951,RCAES,B,B9,6,B9-6,NA,24/09/2016,13/12/2016,80,1,0
952,ABIG,B,B9,7,B9-7,NA,24/09/2016,13/12/2016,80,1,0
953,ABIG,B,B9,8,B9-8,NA,24/09/2016,13/12/2016,80,1,0
954,RCAES,B,B9,9,B9-9,NA,24/09/2016,13/12/2016,80,1,0
955,RCAES,B,B10,1,B10-1,NA,24/09/2016,13/12/2016,80,1,0
956,PLAB,B,B10,2,B10-2,NA,24/09/2016,13/12/2016,80,1,0
957,ABIG,B,B10,3,B10-3,NA,24/09/2016,13/12/2016,80,1,0
958,PLAB,B,B10,4,B10-4,NA,24/09/2016,13/12/2016,80,1,0
959,PLAB,B,B10,5,B10-5,NA,24/09/2016,13/12/2016,80,1,0
960,PLAB,B,B10,6,B10-6,NA,24/09/2016,13/12/2016,80,1,0
961,ABIG,B,B10,7,B10-7,NA,24/09/2016,13/12/2016,80,1,0
962,RCAES,B,B10,8,B10-8,NA,24/09/2016,13/12/2016,80,1,0
963,RCAES,B,B10,9,B10-9,NA,24/09/2016,13/12/2016,80,1,0
964,RCAES,B,B10,10,B10-10,NA,24/09/2016,13/12/2016,80,1,0
965,ABIG,B,B10,11,B10-11,NA,24/09/2016,13/12/2016,80,1,0
966,ABIG,B,B10,12,B10-12,NA,24/09/2016,13/12/2016,80,1,0
967,ABIG,B,B11,1,B11-1,NA,24/09/2016,14/12/2016,81,1,0
968,PLAB,B,B11,2,B11-2,NA,24/09/2016,14/12/2016,81,1,0
969,RCAES,B,B11,3,B11-3,NA,24/09/2016,14/12/2016,81,1,0
970,RCAES,B,B11,4,B11-4,NA,24/09/2016,14/12/2016,81,1,0
971,ABIG,B,B11,5,B11-5,NA,24/09/2016,14/12/2016,81,1,0
972,RCAES,B,B11,6,B11-6,NA,24/09/2016,14/12/2016,81,1,0
973,RCAES,B,B11,7,B11-7,NA,24/09/2016,14/12/2016,81,1,0
974,ABIG,B,B11,8,B11-8,NA,24/09/2016,14/12/2016,81,1,0
975,ABIG,B,B11,9,B11-9,NA,24/09/2016,14/12/2016,81,1,0
976,PLAB,B,B11,10,B11-10,NA,24/09/2016,14/12/2016,81,1,0
977,PLAB,B,B11,11,B11-11,NA,24/09/2016,14/12/2016,81,1,0
978,PLAB,B,B11,12,B11-12,NA,24/09/2016,14/12/2016,81,1,0
979,RCAES,B,B12,1,B12-1,NA,24/09/2016,14/12/2016,81,1,0
980,PLAB,B,B12,2,B12-2,NA,24/09/2016,14/12/2016,81,1,0
981,RCAES,B,B12,3,B12-3,NA,24/09/2016,14/12/2016,81,1,0
982,RCAES,B,B12,4,B12-4,NA,24/09/2016,14/12/2016,81,1,0
983,PLAB,B,B12,5,B12-5,NA,24/09/2016,14/12/2016,81,1,0
984,PLAB,B,B12,6,B12-6,NA,24/09/2016,14/12/2016,81,1,0
985,ABIG,B,B12,7,B12-7,NA,24/09/2016,14/12/2016,81,1,0
986,ABIG,B,B12,8,B12-8,NA,24/09/2016,14/12/2016,81,1,0
987,PLAB,B,B12,9,B12-9,NA,24/09/2016,14/12/2016,81,1,0
988,ABIG,B,B12,10,B12-10,NA,24/09/2016,14/12/2016,81,1,0
989,ABIG,B,B12,11,B12-11,NA,24/09/2016,14/12/2016,81,1,0
990,RCAES,B,B12,12,B12-12,NA,24/09/2016,14/12/2016,81,1,0
991,BDIA,B,B13,1,B13-1,NA,24/09/2016,14/12/2016,81,0,1
992,BDIA,B,B13,2,B13-2,NA,24/09/2016,14/12/2016,81,0,1
993,BDIA,B,B13,3,B13-3,NA,24/09/2016,14/12/2016,81,0,1
994,BDIA,B,B14,1,B14-1,NA,24/09/2016,13/12/2016,80,0,1
995,BDIA,B,B14,2,B14-2,NA,24/09/2016,13/12/2016,80,0,1
996,BDIA,B,B14,3,B14-3,NA,24/09/2016,13/12/2016,80,0,1
997,BDIA,B,B15,1,B15-1,NA,24/09/2016,13/12/2016,80,0,1
998,BDIA,B,B15,2,B15-2,NA,24/09/2016,13/12/2016,80,0,1
999,BDIA,B,B15,3,B15-3,NA,24/09/2016,13/12/2016,80,0,1
1000,BDIA,B,B16,1,B16-1,NA,24/09/2016,13/12/2016,80,0,1
1001,BDIA,B,B16,2,B16-2,NA,24/09/2016,13/12/2016,80,0,1
1002,BDIA,B,B16,3,B16-3,NA,24/09/2016,13/12/2016,80,0,1
1003,BDIA,B,B16,4,B16-4,NA,24/09/2016,13/12/2016,80,0,1
1004,BDIA,B,B16,5,B16-5,NA,24/09/2016,13/12/2016,80,0,1
1005,BDIA,B,B16,6,B16-6,NA,24/09/2016,13/12/2016,80,0,1
1006,BDIA,B,B17,1,B17-1,NA,24/09/2016,14/12/2016,81,0,1
1007,BDIA,B,B17,2,B17-2,NA,24/09/2016,14/12/2016,81,0,1
1008,BDIA,B,B17,3,B17-3,NA,24/09/2016,14/12/2016,81,0,1
1009,BDIA,B,B17,4,B17-4,NA,24/09/2016,14/12/2016,81,0,1
1010,BDIA,B,B17,5,B17-5,NA,24/09/2016,14/12/2016,81,0,1
1011,BDIA,B,B17,6,B17-6,NA,24/09/2016,14/12/2016,81,0,1
1012,BDIA,B,B18,1,B18-1,NA,24/09/2016,13/12/2016,80,0,1
1013,BDIA,B,B18,2,B18-2,NA,24/09/2016,13/12/2016,80,0,1
1014,BDIA,B,B18,3,B18-3,NA,24/09/2016,13/12/2016,80,0,1
1015,BDIA,B,B18,4,B18-4,NA,24/09/2016,13/12/2016,80,0,1
1016,BDIA,B,B18,5,B18-5,NA,24/09/2016,13/12/2016,80,0,1
1017,BDIA,B,B18,6,B18-6,NA,24/09/2016,13/12/2016,80,0,1
1018,BDIA,B,B19,1,B19-1,NA,24/09/2016,14/12/2016,81,0,1
1019,BDIA,B,B19,2,B19-2,NA,24/09/2016,14/12/2016,81,0,1
1020,BDIA,B,B19,3,B19-3,NA,24/09/2016,14/12/2016,81,0,1
1021,BDIA,B,B19,4,B19-4,NA,24/09/2016,14/12/2016,81,0,1
1022,BDIA,B,B19,5,B19-5,NA,24/09/2016,14/12/2016,81,0,1
1023,BDIA,B,B19,6,B19-6,NA,24/09/2016,14/12/2016,81,0,1
1024,BDIA,B,B19,7,B19-7,NA,24/09/2016,14/12/2016,81,0,1
1025,BDIA,B,B19,8,B19-8,NA,24/09/2016,14/12/2016,81,0,1
1026,BDIA,B,B19,9,B19-9,NA,24/09/2016,14/12/2016,81,0,1
1027,BDIA,B,B20,1,B20-1,NA,24/09/2016,14/12/2016,81,0,1
1028,BDIA,B,B20,2,B20-2,died,24/09/2016,NA,NA,0,1
1029,BDIA,B,B20,3,B20-3,NA,24/09/2016,14/12/2016,81,0,1
1030,BDIA,B,B20,4,B20-4,NA,24/09/2016,14/12/2016,81,0,1
1031,BDIA,B,B20,5,B20-5,NA,24/09/2016,14/12/2016,81,0,1
1032,BDIA,B,B20,6,B20-6,NA,24/09/2016,14/12/2016,81,0,1
1033,BDIA,B,B20,7,B20-7,NA,24/09/2016,14/12/2016,81,0,1
1034,BDIA,B,B20,8,B20-8,NA,24/09/2016,14/12/2016,81,0,1
1035,BDIA,B,B20,9,B20-9,NA,24/09/2016,14/12/2016,81,0,1
1036,BDIA,B,B21,1,B21-1,NA,24/09/2016,13/12/2016,80,0,1
1037,BDIA,B,B21,2,B21-2,NA,24/09/2016,13/12/2016,80,0,1
1038,BDIA,B,B21,3,B21-3,NA,24/09/2016,13/12/2016,80,0,1
1039,BDIA,B,B21,4,B21-4,NA,24/09/2016,13/12/2016,80,0,1
1040,BDIA,B,B21,5,B21-5,NA,24/09/2016,13/12/2016,80,0,1
1041,BDIA,B,B21,6,B21-6,NA,24/09/2016,13/12/2016,80,0,1
1042,BDIA,B,B21,7,B21-7,NA,24/09/2016,13/12/2016,80,0,1
1043,BDIA,B,B21,8,B21-8,NA,24/09/2016,13/12/2016,80,0,1
1044,BDIA,B,B21,9,B21-9,NA,24/09/2016,13/12/2016,80,0,1
1045,BDIA,B,B22,1,B22-1,NA,24/09/2016,14/12/2016,81,0,1
1046,BDIA,B,B22,2,B22-2,NA,24/09/2016,14/12/2016,81,0,1
1047,BDIA,B,B22,3,B22-3,NA,24/09/2016,14/12/2016,81,0,1
1048,BDIA,B,B22,4,B22-4,NA,24/09/2016,14/12/2016,81,0,1
1049,BDIA,B,B22,5,B22-5,NA,24/09/2016,14/12/2016,81,0,1
1050,BDIA,B,B22,6,B22-6,NA,24/09/2016,14/12/2016,81,0,1
1051,BDIA,B,B22,7,B22-7,NA,24/09/2016,14/12/2016,81,0,1
1052,BDIA,B,B22,8,B22-8,NA,24/09/2016,14/12/2016,81,0,1
1053,BDIA,B,B22,9,B22-9,NA,24/09/2016,14/12/2016,81,0,1
1054,BDIA,B,B22,10,B22-10,NA,24/09/2016,14/12/2016,81,0,1
1055,BDIA,B,B22,11,B22-11,NA,24/09/2016,14/12/2016,81,0,1
1056,BDIA,B,B22,12,B22-12,NA,24/09/2016,14/12/2016,81,0,1
1057,BDIA,B,B23,1,B23-1,NA,24/09/2016,14/12/2016,81,0,1
1058,BDIA,B,B23,2,B23-2,NA,24/09/2016,14/12/2016,81,0,1
1059,BDIA,B,B23,3,B23-3,NA,24/09/2016,14/12/2016,81,0,1
1060,BDIA,B,B23,4,B23-4,NA,24/09/2016,14/12/2016,81,0,1
1061,BDIA,B,B23,5,B23-5,NA,24/09/2016,14/12/2016,81,0,1
1062,BDIA,B,B23,6,B23-6,NA,24/09/2016,14/12/2016,81,0,1
1063,BDIA,B,B23,7,B23-7,NA,24/09/2016,14/12/2016,81,0,1
1064,BDIA,B,B23,8,B23-8,NA,24/09/2016,14/12/2016,81,0,1
1065,BDIA,B,B23,9,B23-9,NA,24/09/2016,14/12/2016,81,0,1
1066,BDIA,B,B23,10,B23-10,NA,24/09/2016,14/12/2016,81,0,1
1067,BDIA,B,B23,11,B23-11,NA,24/09/2016,14/12/2016,81,0,1
1068,BDIA,B,B23,12,B23-12,NA,24/09/2016,14/12/2016,81,0,1
1069,BDIA,B,B24,1,B24-1,NA,24/09/2016,13/12/2016,80,0,1
1070,BDIA,B,B24,2,B24-2,NA,24/09/2016,13/12/2016,80,0,1
1071,BDIA,B,B24,3,B24-3,NA,24/09/2016,13/12/2016,80,0,1
1072,BDIA,B,B24,4,B24-4,NA,24/09/2016,13/12/2016,80,0,1
1073,BDIA,B,B24,5,B24-5,NA,24/09/2016,13/12/2016,80,0,1
1074,BDIA,B,B24,6,B24-6,NA,24/09/2016,13/12/2016,80,0,1
1075,BDIA,B,B24,7,B24-7,NA,24/09/2016,13/12/2016,80,0,1
1076,BDIA,B,B24,8,B24-8,NA,24/09/2016,13/12/2016,80,0,1
1077,BDIA,B,B24,9,B24-9,NA,24/09/2016,13/12/2016,80,0,1
1078,BDIA,B,B24,10,B24-10,NA,24/09/2016,13/12/2016,80,0,1
1079,BDIA,B,B24,11,B24-11,NA,24/09/2016,13/12/2016,80,0,1
1080,BDIA,B,B24,12,B24-12,NA,24/09/2016,13/12/2016,80,0,1
1081,BDIA,B,B25,1,B25-1,NA,24/09/2016,14/12/2016,81,0,1
1082,BDIA,B,B25,2,B25-2,NA,24/09/2016,14/12/2016,81,0,1
1083,PLAB,B,B25,3,B25-3,NA,24/09/2016,14/12/2016,81,1,0
1084,BDIA,B,B25,4,B25-4,NA,24/09/2016,14/12/2016,81,0,1
1085,ABIG,B,B25,5,B25-5,NA,24/09/2016,14/12/2016,81,1,0
1086,RCAES,B,B25,6,B25-6,NA,24/09/2016,14/12/2016,81,1,0
1087,BDIA,B,B26,1,B26-1,NA,24/09/2016,14/12/2016,81,0,1
1088,BDIA,B,B26,2,B26-2,NA,24/09/2016,14/12/2016,81,0,1
1089,ABIG,B,B26,3,B26-3,NA,24/09/2016,14/12/2016,81,1,0
1090,RCAES,B,B26,4,B26-4,NA,24/09/2016,14/12/2016,81,1,0
1091,PLAB,B,B26,5,B26-5,NA,24/09/2016,14/12/2016,81,1,0
1092,BDIA,B,B26,6,B26-6,NA,24/09/2016,14/12/2016,81,0,1
1093,RCAES,B,B27,1,B27-1,NA,24/09/2016,14/12/2016,81,1,0
1094,BDIA,B,B27,2,B27-2,NA,24/09/2016,14/12/2016,81,0,1
1095,BDIA,B,B27,3,B27-3,NA,24/09/2016,14/12/2016,81,0,1
1096,ABIG,B,B27,4,B27-4,NA,24/09/2016,14/12/2016,81,1,0
1097,BDIA,B,B27,5,B27-5,NA,24/09/2016,14/12/2016,81,0,1
1098,PLAB,B,B27,6,B27-6,NA,24/09/2016,14/12/2016,81,1,0
1099,BDIA,B,B28,1,B28-1,NA,24/09/2016,14/12/2016,81,0,1
1100,BDIA,B,B28,2,B28-2,NA,24/09/2016,14/12/2016,81,0,1
1101,BDIA,B,B28,3,B28-3,NA,24/09/2016,14/12/2016,81,0,1
1102,RCAES,B,B28,4,B28-4,died,24/09/2016,NA,NA,1,0
1103,PLAB,B,B28,5,B28-5,NA,24/09/2016,14/12/2016,81,1,0
1104,BDIA,B,B28,6,B28-6,NA,24/09/2016,14/12/2016,81,0,1
1105,BDIA,B,B28,7,B28-7,NA,24/09/2016,14/12/2016,81,0,1
1106,BDIA,B,B28,8,B28-8,NA,24/09/2016,14/12/2016,81,0,1
1107,ABIG,B,B28,9,B28-9,NA,24/09/2016,14/12/2016,81,1,0
1108,BDIA,B,B29,1,B29-1,NA,24/09/2016,14/12/2016,81,0,1
1109,BDIA,B,B29,2,B29-2,NA,24/09/2016,14/12/2016,81,0,1
1110,RCAES,B,B29,3,B29-3,"transplant mortality, replaced",9/10/2016,14/12/2016,66,1,0
1111,BDIA,B,B29,4,B29-4,NA,24/09/2016,14/12/2016,81,0,1
1112,PLAB,B,B29,5,B29-5,NA,24/09/2016,14/12/2016,81,1,0
1113,ABIG,B,B29,6,B29-6,NA,24/09/2016,14/12/2016,81,1,0
1114,BDIA,B,B29,7,B29-7,NA,24/09/2016,14/12/2016,81,0,1
1115,BDIA,B,B29,8,B29-8,NA,24/09/2016,14/12/2016,81,0,1
1116,BDIA,B,B29,9,B29-9,NA,24/09/2016,14/12/2016,81,0,1
1117,ABIG,B,B30,1,B30-1,NA,24/09/2016,14/12/2016,81,1,0
1118,BDIA,B,B30,2,B30-2,NA,24/09/2016,14/12/2016,81,0,1
1119,BDIA,B,B30,3,B30-3,NA,24/09/2016,14/12/2016,81,0,1
1120,BDIA,B,B30,4,B30-4,NA,24/09/2016,14/12/2016,81,0,1
1121,PLAB,B,B30,5,B30-5,NA,24/09/2016,14/12/2016,81,1,0
1122,RCAES,B,B30,6,B30-6,NA,24/09/2016,14/12/2016,81,1,0
1123,BDIA,B,B30,7,B30-7,NA,24/09/2016,14/12/2016,81,0,1
1124,BDIA,B,B30,8,B30-8,NA,24/09/2016,14/12/2016,81,0,1
1125,BDIA,B,B30,9,B30-9,NA,24/09/2016,14/12/2016,81,0,1
1126,BDIA,B,B31,1,B31-1,NA,24/09/2016,14/12/2016,81,0,1
1127,BDIA,B,B31,2,B31-2,NA,24/09/2016,14/12/2016,81,0,1
1128,RCAES,B,B31,3,B31-3,NA,24/09/2016,14/12/2016,81,1,0
1129,BDIA,B,B31,4,B31-4,NA,24/09/2016,14/12/2016,81,0,1
1130,BDIA,B,B31,5,B31-5,NA,24/09/2016,14/12/2016,81,0,1
1131,BDIA,B,B31,6,B31-6,NA,24/09/2016,14/12/2016,81,0,1
1132,PLAB,B,B31,7,B31-7,NA,24/09/2016,14/12/2016,81,1,0
1133,BDIA,B,B31,8,B31-8,NA,24/09/2016,14/12/2016,81,0,1
1134,ABIG,B,B31,9,B31-9,NA,24/09/2016,14/12/2016,81,1,0
1135,BDIA,B,B31,10,B31-10,NA,24/09/2016,14/12/2016,81,0,1
1136,BDIA,B,B31,11,B31-11,NA,24/09/2016,14/12/2016,81,0,1
1137,BDIA,B,B31,12,B31-12,NA,24/09/2016,14/12/2016,81,0,1
1138,ABIG,B,B32,1,B32-1,NA,24/09/2016,14/12/2016,81,1,0
1139,BDIA,B,B32,2,B32-2,NA,24/09/2016,14/12/2016,81,0,1
1140,BDIA,B,B32,3,B32-3,NA,24/09/2016,14/12/2016,81,0,1
1141,BDIA,B,B32,4,B32-4,NA,24/09/2016,14/12/2016,81,0,1
1142,BDIA,B,B32,5,B32-5,NA,24/09/2016,14/12/2016,81,0,1
1143,BDIA,B,B32,6,B32-6,NA,24/09/2016,14/12/2016,81,0,1
1144,PLAB,B,B32,7,B32-7,NA,24/09/2016,14/12/2016,81,1,0
1145,RCAES,B,B32,8,B32-8,NA,24/09/2016,14/12/2016,81,1,0
1146,BDIA,B,B32,9,B32-9,NA,24/09/2016,14/12/2016,81,0,1
1147,BDIA,B,B32,10,B32-10,NA,24/09/2016,14/12/2016,81,0,1
1148,BDIA,B,B32,11,B32-11,NA,24/09/2016,14/12/2016,81,0,1
1149,BDIA,B,B32,12,B32-12,NA,24/09/2016,14/12/2016,81,0,1
1150,RCAES,B,B33,1,B33-1,NA,24/09/2016,13/12/2016,80,1,0
1151,PLAB,B,B33,2,B33-2,NA,24/09/2016,13/12/2016,80,1,0
1152,BDIA,B,B33,3,B33-3,NA,24/09/2016,13/12/2016,80,0,1
1153,BDIA,B,B33,4,B33-4,NA,24/09/2016,13/12/2016,80,0,1
1154,ABIG,B,B33,5,B33-5,NA,24/09/2016,13/12/2016,80,1,0
1155,BDIA,B,B33,6,B33-6,NA,24/09/2016,13/12/2016,80,0,1
1156,BDIA,B,B33,7,B33-7,NA,24/09/2016,13/12/2016,80,0,1
1157,BDIA,B,B33,8,B33-8,NA,24/09/2016,13/12/2016,80,0,1
1158,BDIA,B,B33,9,B33-9,died,24/09/2016,NA,NA,0,1
1159,BDIA,B,B33,10,B33-10,NA,24/09/2016,13/12/2016,80,0,1
1160,BDIA,B,B33,11,B33-11,NA,24/09/2016,13/12/2016,80,0,1
1161,BDIA,B,B33,12,B33-12,NA,24/09/2016,13/12/2016,80,0,1
1162,BDIA,B,B34,1,B34-1,NA,24/09/2016,14/12/2016,81,0,1
1163,ABIG,B,B34,2,B34-2,NA,24/09/2016,14/12/2016,81,1,0
1164,BDIA,B,B34,3,B34-3,NA,24/09/2016,14/12/2016,81,0,1
1165,RCAES,B,B34,4,B34-4,NA,24/09/2016,14/12/2016,81,1,0
1166,PLAB,B,B34,5,B34-5,NA,24/09/2016,14/12/2016,81,1,0
1167,RCAES,B,B34,6,B34-6,NA,24/09/2016,14/12/2016,81,1,0
1168,PLAB,B,B34,7,B34-7,NA,24/09/2016,14/12/2016,81,1,0
1169,BDIA,B,B34,8,B34-8,NA,24/09/2016,14/12/2016,81,0,1
1170,ABIG,B,B34,9,B34-9,NA,24/09/2016,14/12/2016,81,1,0
1171,PLAB,B,B35,1,B35-1,NA,24/09/2016,14/12/2016,81,1,0
1172,ABIG,B,B35,2,B35-2,NA,24/09/2016,14/12/2016,81,1,0
1173,RCAES,B,B35,3,B35-3,NA,24/09/2016,14/12/2016,81,1,0
1174,BDIA,B,B35,4,B35-4,NA,24/09/2016,14/12/2016,81,0,1
1175,ABIG,B,B35,5,B35-5,NA,24/09/2016,14/12/2016,81,1,0
1176,BDIA,B,B35,6,B35-6,NA,24/09/2016,14/12/2016,81,0,1
1177,PLAB,B,B35,7,B35-7,NA,24/09/2016,14/12/2016,81,1,0
1178,RCAES,B,B35,8,B35-8,NA,24/09/2016,14/12/2016,81,1,0
1179,BDIA,B,B35,9,B35-9,NA,24/09/2016,14/12/2016,81,0,1
1180,RCAES,B,B36,1,B36-1,NA,24/09/2016,14/12/2016,81,1,0
1181,PLAB,B,B36,2,B36-2,NA,24/09/2016,14/12/2016,81,1,0
1182,PLAB,B,B36,3,B36-3,NA,24/09/2016,14/12/2016,81,1,0
1183,BDIA,B,B36,4,B36-4,died,24/09/2016,21/10/2016,27,0,1
1184,ABIG,B,B36,5,B36-5,NA,24/09/2016,14/12/2016,81,1,0
1185,BDIA,B,B36,6,B36-6,NA,24/09/2016,14/12/2016,81,0,1
1186,RCAES,B,B36,7,B36-7,NA,24/09/2016,14/12/2016,81,1,0
1187,ABIG,B,B36,8,B36-8,NA,24/09/2016,14/12/2016,81,1,0
1188,BDIA,B,B36,9,B36-9,NA,24/09/2016,14/12/2016,81,0,1
1189,RCAES,B,B37,1,B37-1,NA,24/09/2016,14/12/2016,81,1,0
1190,ABIG,B,B37,2,B37-2,NA,24/09/2016,14/12/2016,81,1,0
1191,PLAB,B,B37,3,B37-3,died,24/09/2016,NA,NA,1,0
1192,BDIA,B,B37,4,B37-4,NA,24/09/2016,14/12/2016,81,0,1
1193,BDIA,B,B37,5,B37-5,NA,24/09/2016,14/12/2016,81,0,1
1194,PLAB,B,B37,6,B37-6,NA,24/09/2016,14/12/2016,81,1,0
1195,BDIA,B,B37,7,B37-7,NA,24/09/2016,14/12/2016,81,0,1
1196,RCAES,B,B37,8,B37-8,NA,24/09/2016,14/12/2016,81,1,0
1197,BDIA,B,B37,9,B37-9,NA,24/09/2016,14/12/2016,81,0,1
1198,BDIA,B,B37,10,B37-10,NA,24/09/2016,14/12/2016,81,0,1
1199,BDIA,B,B37,11,B37-11,NA,24/09/2016,14/12/2016,81,0,1
1200,ABIG,B,B37,12,B37-12,NA,24/09/2016,14/12/2016,81,1,0
1201,BDIA,B,B38,1,B38-1,NA,24/09/2016,14/12/2016,81,0,1
