seedling_id,sample_id,seed_weight_g,seed_notes,husk_number,seed_number
3100,D50-4,0.0056,NA,4,2
3101,D50-5,0.0464,NA,12,6
3102,D50-6,0.0338,NA,12,6
3103,D50-7,0.0155,NA,6,3
3104,D50-8,0.0354,NA,8,4
3105,D50-9,0.0325,NA,8,4
3106,D51-1,0.1227,NA,28,14
3107,D51-2,0.0258,NA,10,5
3108,D51-3,0.0517,NA,10,5
3109,D51-4,0.0543,NA,8,4
3110,D51-5,0.1021,NA,26,13
3111,D51-6,0.0407,NA,6,3
3112,D51-7,0.0274,NA,8,4
3113,D51-8,0.0892,NA,16,8
3114,D51-9,0.0484,NA,8,4
3115,D52-1,0.0083,NA,4,2
3116,D52-2,0.0055,NA,2,1
3117,D52-3,0.0078,NA,2,1
3118,D52-4,0.0094,NA,4,2
3119,D52-5,0.01,NA,4,2
3120,D52-6,0.0018,NA,4,2
3121,D52-7,0.0033,NA,2,1
3122,D52-8,0.0064,NA,4,2
3123,D52-9,0.0093,NA,4,2
3124,D52-10,0.0077,NA,2,1
3125,D52-11,0,NA,2,0
3126,D52-12,0.0115,NA,6,3
3127,D53-1,0.0193,NA,2,1
3128,D53-2,0.0238,NA,6,3
3129,D53-3,0.0095,NA,NA,NA
3130,D53-4,0.0071,NA,NA,NA
3131,D53-5,0.0417,NA,12,6
3132,D53-6,0.0044,NA,NA,NA
3133,D53-7,0.0591,NA,16,8
3134,D53-8,0.0175,NA,10,5
3135,D53-9,0.0016,NA,NA,NA
3136,D53-10,0.0285,NA,10,5
3137,D53-11,0.0137,NA,6,3
3139,D54-1,0.0135,NA,4,2
3140,D54-2,0.0286,NA,10,5
3141,D54-3,0.0171,NA,4,2
3142,D54-4,0.1309,NA,6,3
3143,D54-5,0.132,NA,22,11
3144,D54-6,0.0178,NA,4,2
3145,D54-7,0.0098,NA,NA,NA
3146,D54-8,0.0396,NA,8,4
3147,D54-9,0.0145,NA,4,2
3148,D54-10,0.0423,NA,12,6
3149,D54-11,0.0728,NA,14,7
3150,D54-12,0.0888,NA,16,8
3151,D55-1,0.023,NA,8,4
3153,D55-3,0.0187,NA,8,4
3154,D55-4,0.0402,NA,12,6
3157,D56-1,0.0331,NA,16,5
3158,D56-2,0.081,NA,28,10
3161,D56-5,0.0998,NA,24,11
3165,D57-3,0.2539,NA,52,26
3166,D57-4,0.3504,NA,74,35
3167,D57-5,0.1115,NA,36,13
3169,D58-1,0.017,NA,4,2
3170,D58-2,0.0155,NA,6,3
3171,D58-3,0.0103,NA,4,2
3172,D58-4,0.0119,NA,4,2
3174,D58-6,0.0217,NA,4,2
3179,D59-2,0.0517,NA,6,3
3182,D59-5,0.0444,NA,12,6
3184,D59-7,0.0667,NA,12,6
3185,D59-8,0.0532,NA,10,5
3186,D59-9,0.0206,NA,6,3
3187,D60-1,0.2455,NA,44,22
3189,D60-3,0.0371,NA,14,3
3191,D60-5,0.0702,NA,24,9
3193,D60-7,0.0653,NA,26,8
3194,D60-8,0.0717,NA,14,7
3195,D60-9,0.083,NA,20,10
3196,D61-1,0.0097,NA,4,2
3197,D61-2,0.0075,NA,2,1
3198,D61-3,0.0099,NA,4,2
3201,D61-6,0.0085,NA,4,2
3203,D61-8,0.0143,NA,6,3
3205,D61-10,0.0031,NA,2,1
3206,D61-11,0.0159,NA,6,3
3207,D61-12,0.0056,NA,2,1
3209,D62-2,0.0178,NA,8,4
3210,D62-3,0.0112,NA,4,2
3211,D62-4,0.0372,NA,10,5
3212,D62-5,0.0531,NA,12,6
3213,D62-6,0.0533,NA,10,5
3215,D62-8,0.015,NA,6,3
3216,D62-9,0.0061,NA,NA,NA
3219,D62-12,0.0167,NA,4,2
3223,D63-4,0.0551,NA,22,11
3224,D63-5,0.0683,NA,24,12
3226,D63-7,0.025,NA,10,5
3227,D63-8,0.1038,NA,20,10
3228,D63-9,0.0427,NA,10,5
3229,D63-10,0.0779,NA,NA,NA
3230,D63-11,0.1957,NA,36,18
3231,D63-12,0.049,NA,16,8
3232,D64-1,0.104,NA,2,1
3235,D64-4,0.0249,NA,8,4
3236,D64-5,0.0161,NA,8,4
3243,D65-3,0.0249,NA,4,2
3247,D65-7,0.0267,NA,4,2
3248,D65-8,0.0572,NA,12,6
3253,D66-4,0.0541,NA,12,6
3254,D66-5,0.0576,NA,20,10
3258,D66-9,0.1415,NA,28,14
3259,D67-1,0.0072,NA,4,2
3260,D67-2,0.0058,NA,2,1
3261,D67-3,0.0081,NA,4,2
3263,D67-5,0.0179,NA,8,4
3266,D67-8,0.026,NA,10,5
3269,D67-11,0.0187,NA,8,4
3272,D68-2,0.0299,NA,16,8
3273,D68-3,0.0395,NA,12,6
3274,D68-4,0.0274,NA,12,6
3278,D68-8,0.0347,NA,12,6
3279,D68-9,0.0692,NA,88,44
3280,D68-10,0.0222,NA,12,6
3283,D69-1,0.0533,NA,8,4
3284,D69-2,0.1545,NA,28,14
3285,D69-3,0.0956,NA,18,9
3290,D69-8,0.0823,NA,14,7
3292,D69-10,0.0844,NA,10,5
3294,D69-12,0.0677,NA,10,5
3296,D70-2,0.0194,NA,8,4
3302,D70-8,0.0192,NA,8,4
3304,D70-10,0.0049,NA,2,1
3309,D71-3,0.0444,NA,18,6
3310,D71-4,0.0169,NA,12,4
3313,D71-7,0.0573,NA,10,5
3322,D72-4,0.1298,NA,32,9
3328,D72-10,0.1234,NA,28,14
3330,D72-12,0.0037,NA,2,1
3334,D74-1,0.0144,NA,NA,NA
3335,D74-2,0.0159,NA,NA,NA
3336,D74-3,0.0131,NA,NA,NA
3337,D75-1,0.0146,NA,NA,NA
3338,D75-2,0.0332,NA,NA,NA
3339,D75-3,0.0242,NA,NA,NA
3342,D76-3,0.0164,NA,NA,NA
3343,D76-4,0.015,NA,NA,NA
3344,D76-5,0.017,NA,NA,NA
3345,D76-6,0.0083,NA,NA,NA
3377,D81-2,0.0109,NA,NA,NA
3378,D81-3,0.0108,NA,NA,NA
3379,D81-4,0.0187,NA,NA,NA
3383,D81-8,0.0131,NA,NA,NA
3384,D81-9,0.0131,NA,NA,NA
3411,D84-3,0.0103,NA,NA,NA
3417,D84-9,0.006,NA,NA,NA
3435,D87-3,0.0134,NA,NA,NA
3437,D87-5,0.0173,NA,NA,NA
3462,D90-6,0.02,NA,NA,NA
3548,D98-8,0.009,NA,NA,NA
