block,pot,position,sample_id,species,seedling_id,seed_weight_g,seed_number,seed_notes
B,38,10,B38-10,RCAES,1210,,,
B,38,11,B38-11,BDIA,1211,0.1435,,
B,38,12,B38-12,BDIA,1212,0.1126,,
B,39,1,B39-1,ABIG,1213,,,
B,39,2,B39-2,BDIA,1214,0.1791,,
B,39,3,B39-3,BDIA,1215,0.1462,,
B,39,4,B39-4,PLAB,1216,,,
B,39,5,B39-5,ABIG,1217,,,
B,39,6,B39-6,RCAES,1218,,,
B,39,7,B39-7,RCAES,1219,,,
B,39,8,B39-8,BDIA,1220,0.1508,,
B,39,9,B39-9,BDIA,1221,0.1018,,
B,39,10,B39-10,BDIA,1222,0.2296,,
B,39,11,B39-11,PLAB,1223,,,
B,39,12,B39-12,BDIA,1224,0.2049,,
B,40,1,B40-1,RCAES,1225,,,
B,40,2,B40-2,PLAB,1226,,,
B,40,3,B40-3,ABIG,1227,,,
B,40,4,B40-4,RCAES,1228,,,
B,40,5,B40-5,PLAB,1229,,,
B,40,6,B40-6,BDIA,1230,0.0421,,
B,40,7,B40-7,BDIA,1231,0.046,,
B,40,8,B40-8,BDIA,1232,0.0346,,
B,40,9,B40-9,RCAES,1233,,,
B,40,10,B40-10,PLAB,1234,,,
B,40,11,B40-11,ABIG,1235,,,
B,40,12,B40-12,ABIG,1236,,,
B,41,1,B41-1,ABIG,1237,,,
B,41,2,B41-2,RCAES,1238,,,
B,41,3,B41-3,BDIA,1239,0.131,,
B,41,4,B41-4,PLAB,1240,,,
B,41,5,B41-5,PLAB,1241,,,
B,41,6,B41-6,RCAES,1242,,,
B,41,7,B41-7,ABIG,1243,,,
B,41,8,B41-8,ABIG,1244,,,
B,41,9,B41-9,RCAES,1245,,,
B,41,10,B41-10,PLAB,1246,,,
B,41,11,B41-11,BDIA,1247,0.1553,,
B,41,12,B41-12,BDIA,1248,0.1357,,
B,42,1,B42-1,PLAB,1249,,,
B,42,2,B42-2,PLAB,1250,,,
B,42,3,B42-3,BDIA,1251,0.3797,,
B,42,4,B42-4,RCAES,1252,,,
B,42,5,B42-5,PLAB,1253,,,
B,42,6,B42-6,BDIA,1254,0.2178,,
B,42,7,B42-7,RCAES,1255,,,
B,42,8,B42-8,ABIG,1256,,,
B,42,9,B42-9,ABIG,1257,,,
B,42,10,B42-10,RCAES,1258,,,
B,42,11,B42-11,BDIA,1259,0.3461,,
B,42,12,B42-12,ABIG,1260,,,
B,43,1,B43-1,ABAR,1261,0.0498,8,
B,43,2,B43-2,ABAR,1262,,,
B,43,3,B43-3,ABAR,1263,,,
B,44,1,B44-1,ABAR,1264,,,
B,44,2,B44-2,ABAR,1265,0.003,1,
B,44,3,B44-3,ABAR,1266,0.2096,17,
B,45,1,B45-1,ABAR,1267,,,
B,45,2,B45-2,ABAR,1268,,,
B,45,3,B45-3,ABAR,1269,,,
B,46,1,B46-1,ABAR,1270,,,
B,46,2,B46-2,ABAR,1271,,,
B,46,3,B46-3,ABAR,1272,0.0045,1,
B,46,4,B46-4,ABAR,1273,0.0139,2,
B,46,5,B46-5,ABAR,1274,,,
B,46,6,B46-6,ABAR,1275,0.0165,2,
B,47,1,B47-1,ABAR,1276,,,
B,47,2,B47-2,ABAR,1277,,,
B,47,3,B47-3,ABAR,1278,0.1291,10,
B,47,4,B47-4,ABAR,1279,0.009,2,
B,47,5,B47-5,ABAR,1280,0.0518,4,
B,47,6,B47-6,ABAR,1281,,,
B,48,1,B48-1,ABAR,1282,0.0055,1,
B,48,2,B48-2,ABAR,1283,0.0165,1,
B,48,3,B48-3,ABAR,1284,0.0207,1,
B,48,4,B48-4,ABAR,1285,,,
B,48,5,B48-5,ABAR,1286,,,
B,48,6,B48-6,ABAR,1287,0.0113,1,
B,49,1,B49-1,ABAR,1288,,,
B,49,2,B49-2,ABAR,1289,,,
B,49,3,B49-3,ABAR,1290,,,
B,49,4,B49-4,ABAR,1291,,,
B,49,5,B49-5,ABAR,1292,0.0036,1,
B,49,6,B49-6,ABAR,1293,0.0073,1,
B,49,7,B49-7,ABAR,1294,,,
B,49,8,B49-8,ABAR,1295,,,
B,49,9,B49-9,ABAR,1296,,,
B,50,1,B50-1,ABAR,1297,0.0292,3,
B,50,2,B50-2,ABAR,1298,,,
B,50,3,B50-3,ABAR,1299,,,
B,50,4,B50-4,ABAR,1300,0.008,1,
B,50,5,B50-5,ABAR,1301,0.0797,8,
B,50,6,B50-6,ABAR,1302,0.0042,1,
B,50,7,B50-7,ABAR,1303,0.0366,3,
B,50,8,B50-8,ABAR,1304,,,
B,50,9,B50-9,ABAR,1305,0.036,4,
B,51,1,B51-1,ABAR,1306,,,
B,51,2,B51-2,ABAR,1307,0.0237,2,
B,51,3,B51-3,ABAR,1308,0.0677,16,
B,51,4,B51-4,ABAR,1309,,,
B,51,5,B51-5,ABAR,1310,,,
B,51,6,B51-6,ABAR,1311,,,
B,51,7,B51-7,ABAR,1312,,,
B,51,8,B51-8,ABAR,1313,,,
B,51,9,B51-9,ABAR,1314,,,
B,52,1,B52-1,ABAR,1315,,,
B,52,2,B52-2,ABAR,1316,0.012,1,
B,52,3,B52-3,ABAR,1317,,,
B,52,4,B52-4,ABAR,1318,0.0114,1,
B,52,5,B52-5,ABAR,1319,,,
B,52,6,B52-6,ABAR,1320,,,
B,52,7,B52-7,ABAR,1321,,,
B,52,8,B52-8,ABAR,1322,0.0088,1,
B,52,9,B52-9,ABAR,1323,,,
B,52,10,B52-10,ABAR,1324,0.0034,1,
B,52,11,B52-11,ABAR,1325,,,
B,52,12,B52-12,ABAR,1326,0.008,1,
B,53,1,B53-1,ABAR,1327,,,
B,53,2,B53-2,ABAR,1328,0.0096,1,
B,53,3,B53-3,ABAR,1329,0.015,1,
B,53,4,B53-4,ABAR,1330,,,
B,53,5,B53-5,ABAR,1331,,,
B,53,6,B53-6,ABAR,1332,,,
B,53,7,B53-7,ABAR,1333,0.0479,4,
B,53,8,B53-8,ABAR,1334,,,
B,53,9,B53-9,ABAR,1335,0.0066,1,
B,53,10,B53-10,ABAR,1336,0.028,,
B,53,11,B53-11,ABAR,1337,0.0268,,
B,53,12,B53-12,ABAR,1338,0.0088,2,
B,54,1,B54-1,ABAR,1339,,,
B,54,2,B54-2,ABAR,1340,,,
B,54,3,B54-3,ABAR,1341,,,
B,54,4,B54-4,ABAR,1342,,,
B,54,5,B54-5,ABAR,1343,,,
B,54,6,B54-6,ABAR,1344,,,
B,54,7,B54-7,ABAR,1345,,,
B,54,8,B54-8,ABAR,1346,,,
B,54,9,B54-9,ABAR,1347,,,
B,54,10,B54-10,ABAR,1348,,,
B,54,11,B54-11,ABAR,1349,,,
B,54,12,B54-12,ABAR,1350,,,
B,55,1,B55-1,ABAR,1351,,,
B,55,2,B55-2,RCAES,1352,,,
B,55,3,B55-3,PLAB,1353,,,
B,55,4,B55-4,ABIG,1354,,,
B,55,5,B55-5,ABAR,1355,,,
B,55,6,B55-6,ABAR,1356,,,
B,56,1,B56-1,ABAR,1357,,,
B,56,2,B56-2,ABIG,1358,0.054,,
B,56,3,B56-3,PLAB,1359,,,
B,56,4,B56-4,ABAR,1360,0.0352,,
B,56,5,B56-5,RCAES,1361,,,
B,56,6,B56-6,ABAR,1362,0.0238,4,
B,57,1,B57-1,ABAR,1363,,,
B,57,2,B57-2,RCAES,1364,,,
B,57,3,B57-3,ABAR,1365,,,
B,57,4,B57-4,PLAB,1366,,,
B,57,5,B57-5,ABAR,1367,,,
B,57,6,B57-6,ABIG,1368,,,
B,58,1,B58-1,ABIG,1369,,,
B,58,2,B58-2,ABAR,1370,,,
B,58,3,B58-3,RCAES,1371,,,
B,58,4,B58-4,ABAR,1372,0.0317,4,
B,58,5,B58-5,ABAR,1373,0.0082,1,
B,58,6,B58-6,PLAB,1374,,,
B,58,7,B58-7,ABAR,1375,,,
B,58,8,B58-8,ABAR,1376,0.0082,,
B,58,9,B58-9,ABAR,1377,,,
B,59,1,B59-1,ABAR,1378,,,
B,59,2,B59-2,RCAES,1379,,,
B,59,3,B59-3,ABAR,1380,,,
B,59,4,B59-4,ABAR,1381,,,
B,59,5,B59-5,ABAR,1382,,,
B,59,6,B59-6,ABAR,1383,,,
B,59,7,B59-7,ABAR,1384,,,
B,59,8,B59-8,ABIG,1385,,,
B,59,9,B59-9,PLAB,1386,,,
B,60,1,B60-1,PLAB,1387,,,
B,60,2,B60-2,ABAR,1388,,,
B,60,3,B60-3,ABAR,1389,,,
B,60,4,B60-4,ABIG,1390,,,
B,60,5,B60-5,ABAR,1391,,,
B,60,6,B60-6,ABAR,1392,,,
B,60,7,B60-7,RCAES,1393,,,
B,60,8,B60-8,ABAR,1394,,,
B,60,9,B60-9,ABAR,1395,,,
B,61,1,B61-1,ABAR,1396,,,
B,61,2,B61-2,ABAR,1397,,,
B,61,3,B61-3,RCAES,1398,,,
B,61,4,B61-4,ABAR,1399,,,
B,61,5,B61-5,ABAR,1400,,,
B,61,6,B61-6,PLAB,1401,,,
B,61,7,B61-7,ABAR,1402,,,
B,61,8,B61-8,ABAR,1403,,,
B,61,9,B61-9,ABIG,1404,,,
B,61,10,B61-10,ABAR,1405,,,
B,61,11,B61-11,ABAR,1406,,,
B,61,12,B61-12,ABAR,1407,,,
B,62,1,B62-1,PLAB,1408,,,
B,62,2,B62-2,RCAES,1409,,,
B,62,3,B62-3,ABAR,1410,0.0109,1,
B,62,4,B62-4,ABAR,1411,0.0146,,
B,62,5,B62-5,ABAR,1412,0.021,,
B,62,6,B62-6,ABIG,1413,,,
B,62,7,B62-7,ABAR,1414,0.0314,3,
B,62,8,B62-8,ABAR,1415,0.0233,,
B,62,9,B62-9,ABAR,1416,,,
B,62,10,B62-10,ABAR,1417,0.022,,
B,62,11,B62-11,ABAR,1418,0.0048,1,
B,62,12,B62-12,ABAR,1419,,,
B,63,1,B63-1,ABAR,1420,,,
B,63,2,B63-2,ABAR,1421,0.005,1,
B,63,3,B63-3,ABAR,1422,0.0145,3,
B,63,4,B63-4,ABAR,1423,0.0282,5,
B,63,5,B63-5,ABAR,1424,0.027,3,
B,63,6,B63-6,ABAR,1425,0.0239,2,
B,63,7,B63-7,ABAR,1426,,,
B,63,8,B63-8,ABAR,1427,,,
B,63,9,B63-9,PLAB,1428,,,
B,63,10,B63-10,ABAR,1429,0.0325,5,
B,63,11,B63-11,RCAES,1430,,,
B,63,12,B63-12,ABIG,1431,0.0145,,
B,64,1,B64-1,ABAR,1432,,,
B,64,2,B64-2,PLAB,1433,,,
B,64,3,B64-3,ABIG,1434,,,
B,64,4,B64-4,ABIG,1435,,,
B,64,5,B64-5,ABAR,1436,,,
B,64,6,B64-6,PLAB,1437,,,
B,64,7,B64-7,RCAES,1438,,,
B,64,8,B64-8,RCAES,1439,,,
B,64,9,B64-9,ABAR,1440,,,
B,65,1,B65-1,ABIG,1441,,,
B,65,2,B65-2,ABAR,1442,0.0158,,
B,65,3,B65-3,RCAES,1443,,,
B,65,4,B65-4,PLAB,1444,,,
B,65,5,B65-5,PLAB,1445,,,
B,65,6,B65-6,ABAR,1446,,,
B,65,7,B65-7,RCAES,1447,,,
B,65,8,B65-8,ABIG,1448,,,
B,65,9,B65-9,ABAR,1449,,,
B,66,1,B66-1,RCAES,1450,,,
B,66,2,B66-2,PLAB,1451,,,
B,66,3,B66-3,ABIG,1452,,,
B,66,4,B66-4,ABAR,1453,0.016,2,
B,66,5,B66-5,ABAR,1454,0.0082,2,
B,66,6,B66-6,ABIG,1455,,,
B,66,7,B66-7,ABAR,1456,0.0182,4,
B,66,8,B66-8,RCAES,1457,,,
B,66,9,B66-9,PLAB,1458,,,
B,67,1,B67-1,ABAR,1459,0.077,1,
B,67,2,B67-2,ABAR,1460,,,
B,67,3,B67-3,ABAR,1461,,,
B,67,4,B67-4,ABAR,1462,,,
B,67,5,B67-5,PLAB,1463,,,
B,67,6,B67-6,ABAR,1464,0.0066,1,
B,67,7,B67-7,PLAB,1465,,,
B,67,8,B67-8,ABAR,1466,,,
B,67,9,B67-9,RCAES,1467,,,
B,67,10,B67-10,ABIG,1468,0.0084,,
B,67,11,B67-11,RCAES,1469,,,
B,67,12,B67-12,ABIG,1470,,,
B,68,1,B68-1,RCAES,1471,,,
B,68,2,B68-2,PLAB,1472,,,
B,68,3,B68-3,RCAES,1473,,,
B,68,4,B68-4,ABAR,1474,,,
B,68,5,B68-5,ABAR,1475,0.004,1,
B,68,6,B68-6,ABAR,1476,0.0513,4,
B,68,7,B68-7,ABAR,1477,,,
B,68,8,B68-8,ABIG,1478,,,
B,68,9,B68-9,PLAB,1479,,,
B,68,10,B68-10,ABIG,1480,,,
B,68,11,B68-11,ABAR,1481,0.0047,1,
B,68,12,B68-12,ABAR,1482,,,
B,69,1,B69-1,ABAR,1483,0.0064,2,
B,69,2,B69-2,ABAR,1484,0.0158,2,
B,69,3,B69-3,ABIG,1485,,,
B,69,4,B69-4,PLAB,1486,,,
B,69,5,B69-5,ABIG,1487,,,
B,69,6,B69-6,PLAB,1488,,,
B,69,7,B69-7,RCAES,1489,,,
B,69,8,B69-8,ABAR,1490,,,
B,69,9,B69-9,ABAR,1491,0.08,6,
B,69,10,B69-10,ABAR,1492,,,
B,69,11,B69-11,ABAR,1493,,,
B,69,12,B69-12,RCAES,1494,,,
B,70,1,B70-1,RCAES,1495,,,
B,70,2,B70-2,ABAR,1496,0.0068,1,
B,70,3,B70-3,RCAES,1497,,,
B,70,4,B70-4,RCAES,1498,,,
B,70,5,B70-5,ABIG,1499,0.0103,,
B,70,6,B70-6,ABIG,1500,,,
B,70,7,B70-7,ABAR,1501,,,
B,70,8,B70-8,PLAB,1502,,,
B,70,9,B70-9,ABIG,1503,,,
B,70,10,B70-10,ABAR,1504,0.0031,1,
B,70,11,B70-11,PLAB,1505,,,
B,70,12,B70-12,PLAB,1506,,,
B,71,1,B71-1,RCAES,1507,,,
B,71,2,B71-2,ABIG,1508,,,
B,71,3,B71-3,RCAES,1509,,,
B,71,4,B71-4,ABIG,1510,,,
B,71,5,B71-5,ABAR,1511,0.0094,2,
B,71,6,B71-6,PLAB,1512,,,
B,71,7,B71-7,PLAB,1513,,,
B,71,8,B71-8,ABAR,1514,0.0097,2,
B,71,9,B71-9,ABAR,1515,0.0179,3,
B,71,10,B71-10,RCAES,1516,,,
B,71,11,B71-11,ABIG,1517,,,
B,71,12,B71-12,PLAB,1518,,,
B,72,1,B72-1,PLAB,1519,,,
B,72,2,B72-2,ABAR,1520,0.0219,2,
B,72,3,B72-3,ABAR,1521,,,
B,72,4,B72-4,PLAB,1522,,,
B,72,5,B72-5,RCAES,1523,,,
B,72,6,B72-6,ABAR,1524,,,
B,72,7,B72-7,RCAES,1525,,,
B,72,8,B72-8,RCAES,1526,,,
B,72,9,B72-9,ABIG,1527,,,
B,72,10,B72-10,PLAB,1528,,,
B,72,11,B72-11,ABIG,1529,,,
B,72,12,B72-12,ABIG,1530,,,
B,73,1,B73-1,ECUR,1531,,,
B,73,2,B73-2,ECUR,1532,,,
B,73,3,B73-3,ECUR,1533,,,
B,74,1,B74-1,ECUR,1534,0.0116,,
B,74,2,B74-2,ECUR,1535,0.0141,,
B,74,3,B74-3,ECUR,1536,0.0159,,
B,75,1,B75-1,ECUR,1537,0.037,,
B,75,2,B75-2,ECUR,1538,,,
B,75,3,B75-3,ECUR,1539,,,
B,76,1,B76-1,ECUR,1540,,,
B,76,2,B76-2,ECUR,1541,,,
B,76,3,B76-3,ECUR,1542,,,
B,76,4,B76-4,ECUR,1543,,,
B,76,5,B76-5,ECUR,1544,,,
B,76,6,B76-6,ECUR,1545,,,
B,77,1,B77-1,ECUR,1546,,,
B,77,2,B77-2,ECUR,1547,0.0061,,
B,77,3,B77-3,ECUR,1548,,,
B,77,4,B77-4,ECUR,1549,,,
B,77,5,B77-5,ECUR,1550,,,
B,77,6,B77-6,ECUR,1551,,,
B,78,1,B78-1,ECUR,1552,,,
B,78,2,B78-2,ECUR,1553,0.0153,,
B,78,3,B78-3,ECUR,1554,0.0153,,
B,78,4,B78-4,ECUR,1555,0.0155,,
B,78,5,B78-5,ECUR,1556,0.0189,,
B,78,6,B78-6,ECUR,1557,0.0168,,
B,79,1,B79-1,ECUR,1558,,,
B,79,2,B79-2,ECUR,1559,,,
B,79,3,B79-3,ECUR,1560,,,
B,79,4,B79-4,ECUR,1561,,,
B,79,5,B79-5,ECUR,1562,,,
B,79,6,B79-6,ECUR,1563,,,
B,79,7,B79-7,ECUR,1564,,,
B,79,8,B79-8,ECUR,1565,,,
B,79,9,B79-9,ECUR,1566,,,
B,80,1,B80-1,ECUR,1567,,,
B,80,2,B80-2,ECUR,1568,,,
B,80,3,B80-3,ECUR,1569,,,
B,80,4,B80-4,ECUR,1570,,,
B,80,5,B80-5,ECUR,1571,,,
B,80,6,B80-6,ECUR,1572,,,
B,80,7,B80-7,ECUR,1573,,,
B,80,8,B80-8,ECUR,1574,,,
B,80,9,B80-9,ECUR,1575,,,
B,81,1,B81-1,ECUR,1576,,,
B,81,2,B81-2,ECUR,1577,,,
B,81,3,B81-3,ECUR,1578,0.0102,,
B,81,4,B81-4,ECUR,1579,0.0131,,
B,81,5,B81-5,ECUR,1580,,,
B,81,6,B81-6,ECUR,1581,,,
B,81,7,B81-7,ECUR,1582,0.0126,,
B,81,8,B81-8,ECUR,1583,,,
B,81,9,B81-9,ECUR,1584,0.0123,,
B,82,1,B82-1,ECUR,1585,,,
B,82,2,B82-2,ECUR,1586,,,
B,82,3,B82-3,ECUR,1587,,,
B,82,4,B82-4,ECUR,1588,,,
B,82,5,B82-5,ECUR,1589,,,
B,82,6,B82-6,ECUR,1590,,,
B,82,7,B82-7,ECUR,1591,,,
B,82,8,B82-8,ECUR,1592,,,
B,82,9,B82-9,ECUR,1593,,,
B,82,10,B82-10,ECUR,1594,,,
B,82,11,B82-11,ECUR,1595,,,
B,82,12,B82-12,ECUR,1596,,,
B,83,1,B83-1,ECUR,1597,,,
B,83,2,B83-2,ECUR,1598,,,
B,83,3,B83-3,ECUR,1599,,,
B,83,4,B83-4,ECUR,1600,,,
B,83,5,B83-5,ECUR,1601,,,
B,83,6,B83-6,ECUR,1602,,,
B,83,7,B83-7,ECUR,1603,,,
B,83,8,B83-8,ECUR,1604,,,
B,83,9,B83-9,ECUR,1605,,,
B,83,10,B83-10,ECUR,1606,,,
B,83,11,B83-11,ECUR,1607,,,
B,83,12,B83-12,ECUR,1608,,,
B,84,1,B84-1,ECUR,1609,0.0142,,
B,84,2,B84-2,ECUR,1610,,,
B,84,3,B84-3,ECUR,1611,,,
B,84,4,B84-4,ECUR,1612,,,
B,84,5,B84-5,ECUR,1613,,,
B,84,6,B84-6,ECUR,1614,,,
B,84,7,B84-7,ECUR,1615,,,
B,84,8,B84-8,ECUR,1616,,,
B,84,9,B84-9,ECUR,1617,,,
B,84,10,B84-10,ECUR,1618,,,
B,84,11,B84-11,ECUR,1619,0.0119,,
B,84,12,B84-12,ECUR,1620,0.0173,,
B,85,1,B85-1,ECUR,1621,,,
B,85,2,B85-2,ECUR,1622,,,
B,85,3,B85-3,ECUR,1623,,,
B,85,4,B85-4,RCAES,1624,,,
B,85,5,B85-5,PLAB,1625,,,
B,85,6,B85-6,ABIG,1626,,,
B,86,1,B86-1,PLAB,1627,,,
B,86,2,B86-2,RCAES,1628,,,
B,86,3,B86-3,ECUR,1629,,,
B,86,4,B86-4,ECUR,1630,,,
B,86,5,B86-5,ECUR,1631,,,
B,86,6,B86-6,ABIG,1632,,,
B,87,1,B87-1,ABIG,1633,,,
B,87,2,B87-2,ECUR,1634,0.0145,,
B,87,3,B87-3,ECUR,1635,0.0071,,
B,87,4,B87-4,ECUR,1636,,,
B,87,5,B87-5,PLAB,1637,,,
B,87,6,B87-6,RCAES,1638,,,
B,88,1,B88-1,ECUR,1639,,,
B,88,2,B88-2,ABIG,1640,,,
B,88,3,B88-3,ECUR,1641,,,
B,88,4,B88-4,ECUR,1642,,,
B,88,5,B88-5,ECUR,1643,,,
B,88,6,B88-6,PLAB,1644,,,
B,88,7,B88-7,RCAES,1645,,,
B,88,8,B88-8,ECUR,1646,,,
B,88,9,B88-9,ECUR,1647,,,
B,89,1,B89-1,RCAES,1648,,,
B,89,2,B89-2,ECUR,1649,,,
B,89,3,B89-3,ECUR,1650,,,
B,89,4,B89-4,ECUR,1651,,,
B,89,5,B89-5,ECUR,1652,,,
B,89,6,B89-6,ECUR,1653,,,
B,89,7,B89-7,PLAB,1654,,,
B,89,8,B89-8,ABIG,1655,,,
B,89,9,B89-9,ECUR,1656,,,
B,90,1,B90-1,ECUR,1657,,,
B,90,2,B90-2,RCAES,1658,,,
B,90,3,B90-3,ECUR,1659,,,
B,90,4,B90-4,ECUR,1660,,,
B,90,5,B90-5,PLAB,1661,,,
B,90,6,B90-6,ECUR,1662,,,
B,90,7,B90-7,ABIG,1663,,,
B,90,8,B90-8,ECUR,1664,,,
B,90,9,B90-9,ECUR,1665,0.0058,,
B,91,1,B91-1,ECUR,1666,,,
B,91,2,B91-2,ECUR,1667,,,
B,91,3,B91-3,RCAES,1668,,,
B,91,4,B91-4,ECUR,1669,,,
B,91,5,B91-5,ECUR,1670,,,
B,91,6,B91-6,ECUR,1671,,,
B,91,7,B91-7,ECUR,1672,,,
B,91,8,B91-8,ECUR,1673,,,
B,91,9,B91-9,ECUR,1674,,,
B,91,10,B91-10,ECUR,1675,,,
B,91,11,B91-11,ABIG,1676,,,
B,91,12,B91-12,PLAB,1677,,,
B,92,1,B92-1,ECUR,1678,,,
B,92,2,B92-2,ECUR,1679,,,
B,92,3,B92-3,ECUR,1680,,,
B,92,4,B92-4,ECUR,1681,,,
B,92,5,B92-5,ECUR,1682,,,
B,92,6,B92-6,ECUR,1683,,,
B,92,7,B92-7,ECUR,1684,,,
B,92,8,B92-8,PLAB,1685,,,
B,92,9,B92-9,ABIG,1686,,,
B,92,10,B92-10,ECUR,1687,,,
B,92,11,B92-11,ECUR,1688,,,
B,92,12,B92-12,RCAES,1689,,,
B,93,1,B93-1,ECUR,1690,,,
B,93,2,B93-2,ECUR,1691,,,
B,93,3,B93-3,ECUR,1692,,,
B,93,4,B93-4,ECUR,1693,,,
B,93,5,B93-5,ECUR,1694,,,
B,93,6,B93-6,PLAB,1695,,,
B,93,7,B93-7,RCAES,1696,,,
B,93,8,B93-8,ECUR,1697,,,
B,93,9,B93-9,ECUR,1698,,,
B,93,10,B93-10,ECUR,1699,,,
B,93,11,B93-11,ECUR,1700,,,
B,93,12,B93-12,ABIG,1701,,,
B,94,1,B94-1,ECUR,1702,,,
B,94,2,B94-2,ECUR,1703,,,
B,94,3,B94-3,RCAES,1704,,,
B,94,4,B94-4,PLAB,1705,,,
B,94,5,B94-5,ABIG,1706,,,
B,94,6,B94-6,RCAES,1707,,,
B,94,7,B94-7,ECUR,1708,,,
B,94,8,B94-8,ABIG,1709,,,
B,94,9,B94-9,PLAB,1710,,,
B,95,1,B95-1,ABIG,1711,,,
B,95,2,B95-2,PLAB,1712,,,
B,95,3,B95-3,ECUR,1713,,,
B,95,4,B95-4,RCAES,1714,,,
B,95,5,B95-5,PLAB,1715,,,
B,95,6,B95-6,ABIG,1716,,,
B,95,7,B95-7,ECUR,1717,,,
B,95,8,B95-8,RCAES,1718,,,
B,95,9,B95-9,ECUR,1719,,,
B,96,1,B96-1,RCAES,1720,,,
B,96,2,B96-2,ABIG,1721,,,
B,96,3,B96-3,PLAB,1722,,,
B,96,4,B96-4,ECUR,1723,,,
B,96,5,B96-5,ECUR,1724,,,
B,96,6,B96-6,RCAES,1725,,,
B,96,7,B96-7,PLAB,1726,,,
B,96,8,B96-8,ABIG,1727,,,
B,96,9,B96-9,ECUR,1728,0.0036,,
B,97,1,B97-1,RCAES,1729,,,
B,97,2,B97-2,PLAB,1730,,,
B,97,3,B97-3,ECUR,1731,,,
B,97,4,B97-4,ECUR,1732,,,
B,97,5,B97-5,ECUR,1733,,,
B,97,6,B97-6,ECUR,1734,,,
B,97,7,B97-7,RCAES,1735,,,
B,97,8,B97-8,ABIG,1736,,,
B,97,9,B97-9,ECUR,1737,,,
B,97,10,B97-10,ABIG,1738,,,
B,97,11,B97-11,ECUR,1739,,,
B,97,12,B97-12,PLAB,1740,,,
B,98,1,B98-1,ECUR,1741,,,
B,98,2,B98-2,ECUR,1742,,,
B,98,3,B98-3,ECUR,1743,,,
B,98,4,B98-4,ECUR,1744,,,
B,98,5,B98-5,PLAB,1745,,,
B,98,6,B98-6,RCAES,1746,,,
B,98,7,B98-7,PLAB,1747,,,
B,98,8,B98-8,ABIG,1748,,,
B,98,9,B98-9,ECUR,1749,,,
B,98,10,B98-10,ECUR,1750,,,
B,98,11,B98-11,RCAES,1751,,,
B,98,12,B98-12,ABIG,1752,,,
B,99,1,B99-1,ECUR,1753,,,
B,99,2,B99-2,ABIG,1754,,,
B,99,3,B99-3,ECUR,1755,,,
B,99,4,B99-4,PLAB,1756,,,
B,99,5,B99-5,ECUR,1757,,,
B,99,6,B99-6,ECUR,1758,,,
B,99,7,B99-7,RCAES,1759,,,
B,99,8,B99-8,ECUR,1760,,,
B,99,9,B99-9,ABIG,1761,,,
B,99,10,B99-10,RCAES,1762,,,
B,99,11,B99-11,ECUR,1763,,,
B,99,12,B99-12,PLAB,1764,,,
B,100,1,B100-1,ABIG,1765,0.008,,
B,100,2,B100-2,PLAB,1766,,,
B,100,3,B100-3,RCAES,1767,,,
B,100,4,B100-4,RCAES,1768,,,
B,100,5,B100-5,ABIG,1769,,,
B,100,6,B100-6,ECUR,1770,,,
B,100,7,B100-7,ECUR,1771,,,
B,100,8,B100-8,RCAES,1772,,,
B,100,9,B100-9,ABIG,1773,,,
B,100,10,B100-10,PLAB,1774,,,
B,100,11,B100-11,ECUR,1775,,,
B,100,12,B100-12,PLAB,1776,,,
B,101,1,B101-1,ABIG,1777,,,
B,101,2,B101-2,ECUR,1778,,,
B,101,3,B101-3,PLAB,1779,,,
B,101,4,B101-4,RCAES,1780,,,
B,101,5,B101-5,RCAES,1781,,,
B,101,6,B101-6,ECUR,1782,,,
B,101,7,B101-7,PLAB,1783,,,
B,101,8,B101-8,PLAB,1784,,,
B,101,9,B101-9,ECUR,1785,,,
B,101,10,B101-10,ABIG,1786,0.0361,,
B,101,11,B101-11,ABIG,1787,,,
B,101,12,B101-12,RCAES,1788,,,
B,102,1,B102-1,ABIG,1789,,,
B,102,2,B102-2,RCAES,1790,,,
B,102,3,B102-3,RCAES,1791,,,
B,102,4,B102-4,ABIG,1792,,,
B,102,5,B102-5,ECUR,1793,,,
B,102,6,B102-6,ECUR,1794,,,
B,102,7,B102-7,ABIG,1795,,,
B,102,8,B102-8,RCAES,1796,,,
B,102,9,B102-9,ECUR,1797,,,
B,102,10,B102-10,PLAB,1798,,,
B,102,11,B102-11,PLAB,1799,,,
B,102,12,B102-12,PLAB,1800,,,
C,1,1,C1-1,ABIG,1801,,,
C,1,2,C1-2,RCAES,1802,,,
C,1,3,C1-3,PLAB,1803,,,
C,2,1,C2-1,ABIG,1804,,,
C,2,2,C2-2,PLAB,1805,,,
C,2,3,C2-3,RCAES,1806,,,
C,3,1,C3-1,ABIG,1807,,,
C,3,2,C3-2,RCAES,1808,,,
C,3,3,C3-3,PLAB,1809,,,
C,4,1,C4-1,RCAES,1810,,,
C,4,2,C4-2,PLAB,1811,,,
C,4,3,C4-3,PLAB,1812,,,
C,4,4,C4-4,ABIG,1813,,,
C,4,5,C4-5,ABIG,1814,,,
C,4,6,C4-6,RCAES,1815,,,
C,5,1,C5-1,RCAES,1816,,,
C,5,2,C5-2,PLAB,1817,,,
C,5,3,C5-3,RCAES,1818,,,
C,5,4,C5-4,ABIG,1819,,,
C,5,5,C5-5,PLAB,1820,,,
