seedling_id,sample_id,biomass_weight_g,weight_notes
1840,C8-4,0.1627,NA
1841,C8-5,0.0477,NA
1842,C8-6,0.0776,NA
1843,C8-7,0.0683,NA
1844,C8-8,0.0697,NA
1845,C8-9,0.1575,NA
1846,C9-1,0.0929,NA
1847,C9-2,0.228,NA
1848,C9-3,0.1149,NA
1849,C9-4,0.3196,NA
1850,C9-5,0.1566,NA
1851,C9-6,0.0674,NA
1852,C9-7,0.2007,NA
1853,C9-8,0.1535,NA
1854,C9-9,0.4474,NA
1855,C10-1,0.0491,NA
1856,C10-2,0.0229,NA
1857,C10-3,0.0381,NA
1858,C10-4,0.0363,NA
1859,C10-5,0.038,NA
1860,C10-6,0.026,NA
1861,C10-7,0.0278,NA
1862,C10-8,0.0334,NA
1863,C10-9,0.0254,NA
1864,C10-10,0.03,NA
1865,C10-11,0.016,NA
1866,C10-12,0.0256,NA
1867,C11-1,0.1224,NA
1868,C11-2,0.0825,NA
1869,C11-3,0.0766,NA
1870,C11-4,0.0439,NA
1871,C11-5,0.249,NA
1872,C11-6,0.0908,NA
1873,C11-7,0.0532,NA
1874,C11-8,0.0648,NA
1875,C11-9,0.0707,NA
1876,C11-10,0.0386,NA
1877,C11-11,0.1648,NA
1878,C11-12,0.1202,NA
1879,C12-1,0.1162,NA
1880,C12-2,0.1421,NA
1881,C12-3,0.0824,NA
1882,C12-4,0.1606,NA
1883,C12-5,0.1038,NA
1884,C12-6,0.1533,NA
1885,C12-7,0.1002,NA
1886,C12-8,0.0921,NA
1887,C12-9,0.0395,NA
1888,C12-10,0.2867,NA
1889,C12-11,0.2003,NA
1890,C12-12,0.3876,NA
1891,C13-1,0.1258,NA
1892,C13-2,0.0995,NA
1893,C13-3,0.1689,NA
1894,C14-1,0.4168,NA
1895,C14-2,0.5061,NA
1896,C14-3,0.1782,NA
1897,C15-1,0.4413,NA
1898,C15-2,0.8431,NA
1899,C15-3,0.5883,NA
1900,C16-1,0.0335,NA
1901,C16-2,0.0995,NA
1902,C16-3,0.0553,NA
1903,C16-4,0.0653,NA
1904,C16-5,0.0773,NA
1905,C16-6,0.0644,NA
1906,C17-1,0.1762,NA
1907,C17-2,0.2218,NA
1908,C17-3,0.2183,NA
1909,C17-4,0.1719,NA
1910,C17-5,0.1797,NA
1911,C17-6,0.1392,NA
1912,C18-1,0.3886,NA
1913,C18-2,0.3183,NA
1914,C18-3,0.217,NA
1915,C18-4,0.3786,NA
1916,C18-5,0.2508,NA
1917,C18-6,0.391,NA
1918,C19-1,0.0716,NA
1919,C19-2,0.0693,NA
1920,C19-3,0.085,NA
1921,C19-4,0.0575,NA
1922,C19-5,0.0663,NA
1923,C19-6,0.0511,NA
1925,C19-8,0.0657,NA
1926,C19-9,0.0228,NA
1927,C20-1,0.1175,NA
1928,C20-2,0.1796,NA
1929,C20-3,0.1267,NA
1930,C20-4,0.2018,NA
1931,C20-5,0.1925,NA
1932,C20-6,0.0782,NA
1933,C20-7,0.1633,NA
1934,C20-8,0.0543,NA
1935,C20-9,0.2127,NA
1936,C21-1,0.3398,NA
1937,C21-2,0.2313,NA
1938,C21-3,0.1912,NA
1939,C21-4,0.2184,NA
1940,C21-5,0.1992,NA
1941,C21-6,0.1802,NA
1942,C21-7,0.266,NA
1943,C21-8,0.2223,NA
1944,C21-9,0.2669,NA
1945,C22-1,0.0558,NA
1946,C22-2,0.0381,NA
1947,C22-3,0.0467,NA
1948,C22-4,0.0432,NA
1949,C22-5,0.0317,NA
1950,C22-6,0.046,NA
1951,C22-7,0.0401,NA
1952,C22-8,0.034,NA
1953,C22-9,0.0477,NA
1954,C22-10,0.0766,NA
1955,C22-11,0.0374,NA
1956,C22-12,0.0706,NA
1957,C23-1,0.2037,NA
1958,C23-2,0.027,NA
1959,C23-3,0.1379,NA
1960,C23-4,0.0867,NA
1961,C23-5,0.1119,NA
1962,C23-6,0.0521,NA
1963,C23-7,0.1078,NA
1964,C23-8,0.1039,NA
1965,C23-9,0.0804,NA
1966,C23-10,0.108,NA
1967,C23-11,0.0767,NA
1968,C23-12,0.1447,NA
1969,C24-1,0.1087,NA
1970,C24-2,0.2389,NA
1971,C24-3,0.1619,NA
1972,C24-4,0.157,NA
1973,C24-5,0.1197,NA
1974,C24-6,0.1101,NA
1975,C24-7,0.0943,NA
1976,C24-8,0.1071,NA
1977,C24-9,0.1402,NA
1978,C24-10,0.1851,NA
1979,C24-11,0.1903,NA
1980,C24-12,0.2634,NA
1981,C25-1,0.0891,NA
1982,C25-2,0.0731,NA
1983,C25-3,0.0278,NA
1984,C25-4,0.0498,NA
1985,C25-5,0.0393,NA
1986,C25-6,0.0412,NA
1987,C26-1,0.0476,NA
1988,C26-2,0.1091,NA
1989,C26-3,0.2533,NA
1990,C26-4,0.1972,NA
1991,C26-5,0.0522,NA
1992,C26-6,0.2616,NA
1993,C27-1,0.0997,NA
1994,C27-2,0.0957,NA
1995,C27-3,0.2138,NA
1996,C27-4,0.6621,NA
1997,C27-5,0.1063,NA
1998,C27-6,0.8931,NA
1999,C28-1,0.0644,NA
2000,C28-2,0.0284,NA
2001,C28-3,0.0463,NA
2002,C28-4,0.0287,NA
2003,C28-5,0.0216,NA
2004,C28-6,0.0307,NA
2005,C28-7,0.0961,NA
2006,C28-8,0.066,NA
2007,C28-9,0.0638,NA
2008,C29-1,0.163,NA
2010,C29-3,0.0663,NA
2011,C29-4,0.1441,NA
2012,C29-5,0.1364,NA
2013,C29-6,0.1348,NA
2014,C29-7,0.0615,NA
2015,C29-8,0.1059,NA
2016,C29-9,0.0847,NA
2017,C30-1,0.3435,NA
2018,C30-2,0.0955,NA
2019,C30-3,0.2232,NA
2020,C30-4,0.1774,NA
2021,C30-5,0.2106,NA
2022,C30-6,0.1315,NA
2023,C30-7,0.3016,NA
2024,C30-8,0.2759,NA
2025,C30-9,0.085,NA
2026,C31-1,0.0525,NA
2027,C31-2,0.0561,NA
2028,C31-3,0.0214,NA
2029,C31-4,0.0291,NA
2030,C31-5,0.0458,NA
2031,C31-6,0.0586,NA
2032,C31-7,0.0394,NA
2033,C31-8,0.0597,NA
2034,C31-9,0.0473,NA
2035,C31-10,0.0353,NA
2036,C31-11,0.0262,NA
2037,C31-12,0.0666,NA
2038,C32-1,0.0609,NA
2039,C32-2,0.0265,NA
2040,C32-3,0.0756,NA
2041,C32-4,0.0861,NA
2042,C32-5,0.1237,NA
2043,C32-6,0.1186,NA
2044,C32-7,0.107,NA
2045,C32-8,0.0807,NA
2046,C32-9,0.1424,NA
2047,C32-10,0.1421,NA
2048,C32-11,0.1951,NA
2049,C32-12,0.0262,NA
2050,C33-1,0.0979,NA
2051,C33-2,0.1441,NA
2052,C33-3,0.0565,NA
2053,C33-4,0.3314,NA
2054,C33-5,0.1953,NA
2055,C33-6,0.101,NA
2056,C33-7,0.0332,NA
2057,C33-8,0.3094,NA
2058,C33-9,0.1149,NA
2059,C33-10,0.3545,NA
2060,C33-11,0.2088,NA
2061,C33-12,0.1514,NA
2062,C34-1,0.015,NA
2063,C34-2,0.0273,NA
2064,C34-3,0.0266,NA
2066,C34-5,0.0964,NA
2067,C34-6,0.0296,NA
2068,C34-7,0.0586,NA
2069,C34-8,0.0615,NA
2070,C34-9,0.0389,NA
2071,C35-1,0.1167,NA
2072,C35-2,0.1525,NA
2073,C35-3,0.1988,NA
2074,C35-4,0.1008,NA
2075,C35-5,0.0574,NA
2076,C35-6,0.3014,NA
2077,C35-7,0.0545,NA
2079,C35-9,0.0554,NA
2080,C36-1,0.4848,NA
2081,C36-2,0.0642,NA
2082,C36-3,0.147,NA
2083,C36-4,0.1207,NA
2084,C36-5,0.1812,NA
2085,C36-6,0.1662,NA
2086,C36-7,0.1489,NA
2087,C36-8,0.0501,NA
2088,C36-9,0.1507,NA
2089,C37-1,0.0187,NA
2090,C37-2,0.0589,NA
2091,C37-3,0.0192,NA
2092,C37-4,0.0566,NA
2094,C37-6,0.0269,NA
2095,C37-7,0.0119,NA
2096,C37-8,0.0255,NA
2097,C37-9,0.018,NA
2098,C37-10,0.0744,NA
2099,C37-11,0.0484,NA
2100,C37-12,0.051,NA
2101,C38-1,0.0644,NA
2102,C38-2,0.1203,NA
2103,C38-3,0.0881,NA
2104,C38-4,0.0613,NA
2106,C38-6,0.0442,NA
2107,C38-7,0.0489,NA
2108,C38-8,0.1076,NA
2109,C38-9,0.073,NA
2110,C38-10,0.1481,NA
2111,C38-11,0.1693,NA
2112,C38-12,0.1981,NA
2113,C39-1,0.1728,NA
2114,C39-2,0.3196,NA
2116,C39-4,0.1404,NA
2118,C39-6,0.3682,NA
2119,C39-7,0.1747,NA
2120,C39-8,0.0446,NA
2121,C39-9,0.096,NA
2122,C39-10,0.133,NA
2123,C39-11,0.189,NA
2125,C40-1,0.0173,NA
2126,C40-2,0.0237,NA
2127,C40-3,0.0305,NA
2128,C40-4,0.023,NA
2129,C40-5,0.0411,NA
2130,C40-6,0.0166,NA
2131,C40-7,0.0274,NA
2132,C40-8,0.0277,NA
2133,C40-9,0.0533,NA
2134,C40-10,0.064,NA
2135,C40-11,0.0334,NA
2136,C40-12,0.036,NA
2138,C41-2,0.0951,NA
2139,C41-3,0.0515,NA
2140,C41-4,0.0565,NA
2141,C41-5,0.0766,NA
2142,C41-6,0.0769,NA
2143,C41-7,0.0766,NA
2144,C41-8,0.0523,NA
2145,C41-9,0.0777,NA
2146,C41-10,0.0953,NA
2147,C41-11,0.1853,NA
2148,C41-12,0.2269,NA
2149,C42-1,0.2451,NA
2150,C42-2,0.0802,NA
2151,C42-3,0.0978,NA
2152,C42-4,0.0711,NA
2153,C42-5,0.4342,NA
2154,C42-6,0.0585,NA
2155,C42-7,0.1038,NA
2156,C42-8,0.3053,NA
2157,C42-9,0.0377,NA
2158,C42-10,0.0028,NA
2159,C42-11,0.1387,NA
2161,C43-1,0.2007,NA
2162,C43-2,0.1699,NA
2163,C43-3,0.1313,NA
2164,C44-1,0.4675,NA
2165,C44-2,0.4251,NA
2166,C44-3,0.4772,NA
2167,C45-1,0.7151,NA
2168,C45-2,0.9804,NA
2169,C45-3,1.1115,NA
2170,C46-1,0.063,NA
2171,C46-2,0.0958,NA
2172,C46-3,0.117,NA
2173,C46-4,0.0766,NA
2174,C46-5,0.062,NA
2175,C46-6,0.17,NA
2176,C47-1,0.1066,NA
2177,C47-2,0.3489,NA
2178,C47-3,0.2568,NA
2179,C47-4,0.2581,NA
2180,C47-5,0.3512,NA
2181,C47-6,0.3078,NA
2182,C48-1,0.5525,NA
2183,C48-2,0.5237,NA
2184,C48-3,0.3895,NA
2185,C48-4,0.6357,NA
2186,C48-5,0.5178,NA
2187,C48-6,0.4056,NA
2188,C49-1,0.095,NA
2189,C49-2,0.065,NA
2190,C49-3,0.0915,NA
2191,C49-4,0.0688,NA
2192,C49-5,0.0553,NA
2193,C49-6,0.0617,NA
2194,C49-7,0.0445,NA
2195,C49-8,0.1148,NA
2196,C49-9,0.0657,NA
2197,C50-1,0.1709,NA
2198,C50-2,0.0966,NA
2199,C50-3,0.262,NA
2200,C50-4,0.2323,NA
2201,C50-5,0.1198,NA
2202,C50-6,0.2481,NA
2203,C50-7,0.1501,NA
2204,C50-8,0.189,NA
2205,C50-9,0.1748,NA
2206,C51-1,0.3319,NA
2207,C51-2,0.3939,NA
2208,C51-3,0.2683,NA
2209,C51-4,0.3173,NA
2210,C51-5,0.2992,NA
2211,C51-6,0.2626,NA
2212,C51-7,0.4607,NA
2213,C51-8,0.3394,NA
2214,C51-9,0.2481,NA
2215,C52-1,0.0491,NA
2216,C52-2,0.1119,NA
2217,C52-3,0.0564,NA
2218,C52-4,0.0572,NA
2219,C52-5,0.0728,NA
2220,C52-6,0.0305,NA
2221,C52-7,0.0348,NA
2222,C52-8,0.0568,NA
2223,C52-9,0.058,NA
2224,C52-10,0.0243,NA
2225,C52-11,0.0417,NA
2226,C52-12,0.0651,NA
2227,C53-1,0.0624,NA
2228,C53-2,0.2191,NA
2229,C53-3,0.1166,NA
2230,C53-4,0.116,NA
2231,C53-5,0.1147,NA
2232,C53-6,0.0955,NA
2233,C53-7,0.1119,NA
2234,C53-8,0.1068,NA
2235,C53-9,0.2104,NA
2236,C53-10,0.0923,NA
2237,C53-11,0.176,NA
2238,C53-12,0.2507,NA
2239,C54-1,0.3938,NA
2240,C54-2,0.2328,NA
2241,C54-3,0.1634,NA
2242,C54-4,0.3313,NA
2243,C54-5,0.0921,NA
2244,C54-6,0.2741,NA
2246,C54-8,0.171,NA
2247,C54-9,0.2251,NA
2248,C54-10,0.1743,NA
2249,C54-11,0.1881,NA
2250,C54-12,0.2571,NA
2251,C55-1,0.0129,NA
2252,C55-2,0.0339,NA
2253,C55-3,0.0292,NA
2255,C55-5,0.225,NA
2256,C55-6,0.1303,NA
2257,C56-1,0.1609,NA
2258,C56-2,0.1596,NA
2259,C56-3,0.1039,NA
2260,C56-4,0.3207,NA
2261,C56-5,0.2003,NA
2262,C56-6,0.3074,NA
2263,C57-1,0.1684,NA
2264,C57-2,0.5434,NA
2265,C57-3,0.3085,NA
2266,C57-4,0.7241,NA
2267,C57-5,0.0092,NA
2268,C57-6,0.1102,NA
2269,C58-1,0.0587,NA
2270,C58-2,0.0447,NA
2271,C58-3,0.099,NA
2272,C58-4,0.092,NA
2273,C58-5,0.0183,NA
2274,C58-6,0.1305,NA
2275,C58-7,0.1185,NA
2276,C58-8,0.01,NA
2277,C58-9,0.0174,NA
2278,C59-1,0.2421,NA
2280,C59-3,0.0898,NA
2281,C59-4,0.1241,NA
2282,C59-5,0.087,NA
2283,C59-6,0.2614,NA
2284,C59-7,0.1463,NA
2285,C59-8,0.2642,NA
2286,C59-9,0.2284,NA
2287,C60-1,0.2995,NA
2288,C60-2,0.436,NA
2289,C60-3,0.0742,NA
2290,C60-4,0.3609,NA
2291,C60-5,0.5036,NA
2292,C60-6,0.3053,NA
2293,C60-7,0.8075,NA
2295,C60-9,0.0464,NA
2296,C61-1,0.0414,NA
2297,C61-2,0.0109,NA
2298,C61-3,0.0658,NA
2299,C61-4,0.098,NA
2300,C61-5,0.0121,NA
2301,C61-6,0.0768,NA
2302,C61-7,0.0148,NA
2303,C61-8,0.069,NA
2304,C61-9,0.0436,NA
2305,C61-10,0.047,NA
2306,C61-11,0.0166,NA
2307,C61-12,0.0585,NA
2308,C62-1,0.048,NA
2309,C62-2,0.2558,NA
2310,C62-3,0.0491,NA
2311,C62-4,0.0538,NA
2312,C62-5,0.1718,NA
2313,C62-6,0.1236,NA
2314,C62-7,0.2064,NA
2315,C62-8,0.1153,NA
2316,C62-9,0.1159,NA
2317,C62-10,0.1585,NA
2318,C62-11,0.1217,NA
2319,C62-12,0.1802,NA
2320,C63-1,0.1802,NA
2321,C63-2,0.1096,NA
2322,C63-3,0.218,NA
2323,C63-4,0.3202,NA
2324,C63-5,0.12,NA
2325,C63-6,0.1872,NA
2326,C63-7,0.3196,NA
2327,C63-8,0.0601,NA
2328,C63-9,0.2771,NA
2329,C63-10,0.4221,NA
2330,C63-11,0.2441,NA
2331,C63-12,0.2862,NA
2332,C64-1,0.0928,NA
2333,C64-2,0.0325,NA
2334,C64-3,0.092,NA
2335,C64-4,0.1154,NA
2336,C64-5,0.0249,NA
2338,C64-7,0.0505,NA
2339,C64-8,0.0345,NA
2340,C64-9,0.0271,NA
2341,C65-1,0.1203,NA
2342,C65-2,0.311,NA
2343,C65-3,0.1066,NA
2344,C65-4,0.3344,NA
2345,C65-5,0.078,NA
2346,C65-6,0.0836,NA
2347,C65-7,0.0591,NA
2348,C65-8,0.0987,NA
2349,C65-9,0.0573,NA
2350,C66-1,0.173,NA
2351,C66-2,0.1267,NA
2352,C66-3,0.1778,NA
2353,C66-4,0.1535,NA
2354,C66-5,0.2048,NA
2355,C66-6,0.3692,NA
2356,C66-7,0.3939,NA
2357,C66-8,0.478,NA
2358,C66-9,0.1432,NA
2359,C67-1,0.0709,NA
2360,C67-2,0.0224,NA
2361,C67-3,0.0128,NA
2362,C67-4,0.0495,NA
2363,C67-5,0.0067,NA
2364,C67-6,0.022,NA
2365,C67-7,0.0656,NA
2366,C67-8,0.0351,NA
2367,C67-9,0.0229,NA
2368,C67-10,0.075,NA
2369,C67-11,0.0742,NA
2370,C67-12,0.0441,NA
2371,C68-1,0.1537,NA
2372,C68-2,0.0395,NA
2373,C68-3,0.0451,NA
2374,C68-4,0.0698,NA
2375,C68-5,0.0912,NA
2376,C68-6,0.0849,NA
2377,C68-7,0.1294,NA
2378,C68-8,0.3132,NA
2379,C68-9,0.2109,NA
2380,C68-10,0.0046,NA
2381,C68-11,0.0485,NA
2382,C68-12,0.2002,NA
2383,C69-1,0.0443,NA
2384,C69-2,0.1344,NA
2385,C69-3,0.0803,NA
2386,C69-4,0.0407,NA
2387,C69-5,0.2455,NA
2388,C69-6,0.1477,NA
2389,C69-7,0.3037,NA
2390,C69-8,0.3048,NA
2391,C69-9,0.0979,NA
2392,C69-10,0.1268,NA
2393,C69-11,0.4283,NA
2394,C69-12,0.4484,NA
2395,C70-1,0.0308,NA
2396,C70-2,0.0593,NA
2397,C70-3,0.0959,NA
2398,C70-4,0.0213,NA
2399,C70-5,0.0259,NA
2400,C70-6,0.0256,NA
2401,C70-7,0.0238,NA
2402,C70-8,0.0112,NA
2403,C70-9,0.0197,NA
2404,C70-10,0.1126,NA
2405,C70-11,0.0482,NA
2406,C70-12,0.0379,NA
2407,C71-1,0.068,NA
2408,C71-2,0.0787,NA
2409,C71-3,0.3916,NA
2410,C71-4,0.0468,NA
2412,C71-6,0.0519,NA
2413,C71-7,0.2024,NA
2415,C71-9,0.0714,NA
2416,C71-10,0.057,NA
2417,C71-11,0.0627,NA
2418,C71-12,0.0738,NA
2419,C72-1,0.0742,NA
2420,C72-2,0.066,NA
2421,C72-3,0.1439,NA
2422,C72-4,0.1703,NA
2423,C72-5,0.3339,NA
2424,C72-6,0.0331,NA
2425,C72-7,0.1528,NA
2426,C72-8,0.0654,NA
2427,C72-9,0.06,NA
2428,C72-10,0.5403,NA
2429,C72-11,0.4173,NA
2430,C72-12,0.1433,NA
2431,C73-1,0.1522,NA
2432,C73-2,0.1135,NA
2433,C73-3,0.1688,NA
2434,C74-1,0.5097,NA
2435,C74-2,0.5214,NA
2436,C74-3,0.5151,NA
2437,C75-1,0.8036,NA
2438,C75-2,0.7478,NA
2439,C75-3,0.601,NA
2440,C76-1,0.0823,NA
2441,C76-2,0.0531,NA
2442,C76-3,0.0515,NA
2443,C76-4,0.1075,NA
2444,C76-5,0.0585,NA
2445,C76-6,0.0409,NA
2446,C77-1,0.2971,NA
2447,C77-2,0.0877,NA
2448,C77-3,0.2588,NA
2449,C77-4,0.3753,NA
2451,C77-6,0.261,NA
2452,C78-1,0.7093,NA
2453,C78-2,0.6937,NA
2454,C78-3,0.8016,NA
2455,C78-4,0.4636,NA
2456,C78-5,0.2237,NA
2457,C78-6,0.4287,NA
2458,C79-1,0.0792,NA
2459,C79-2,0.0768,NA
2460,C79-3,0.0983,NA
2461,C79-4,0.0376,NA
2462,C79-5,0.0877,NA
2463,C79-6,0.0446,NA
2464,C79-7,0.0449,NA
2465,C79-8,0.0324,NA
2466,C79-9,0.1188,NA
2467,C80-1,0.124,NA
2468,C80-2,0.1512,NA
2469,C80-3,0.1721,NA
2470,C80-4,0.1347,NA
2471,C80-5,0.1162,NA
2472,C80-6,0.1617,NA
2473,C80-7,0.1762,NA
2474,C80-8,0.1196,NA
2475,C80-9,0.1855,NA
2476,C81-1,0.0629,NA
2477,C81-2,0.3022,NA
2478,C81-3,0.3558,NA
2479,C81-4,0.3938,NA
2480,C81-5,0.4922,NA
2481,C81-6,0.3365,NA
2482,C81-7,0.3728,NA
2483,C81-8,0.2572,NA
2484,C81-9,0.2799,NA
2485,C82-1,0.0252,NA
2486,C82-2,0.0568,NA
2487,C82-3,0.0163,NA
2488,C82-4,0.0381,NA
2489,C82-5,0.0316,NA
2490,C82-6,0.0807,NA
2491,C82-7,0.056,NA
2492,C82-8,0.0313,NA
2493,C82-9,0.0319,NA
2494,C82-10,0.0885,NA
2495,C82-11,0.0605,NA
2496,C82-12,0.0693,NA
2497,C83-1,0.16,NA
2498,C83-2,0.0774,NA
2499,C83-3,0.1575,NA
2500,C83-4,0.1439,NA
2501,C83-5,0.183,NA
2502,C83-6,0.1009,NA
2503,C83-7,0.1114,NA
2504,C83-8,0.1614,NA
2505,C83-9,0.1795,NA
2506,C83-10,0.1468,NA
2507,C83-11,0.2226,NA
2509,C84-1,0.2731,NA
2510,C84-2,0.347,NA
2511,C84-3,0.1807,NA
2512,C84-4,0.3939,NA
2513,C84-5,0.0951,NA
2514,C84-6,0.2194,NA
2515,C84-7,0.1893,NA
2516,C84-8,0.2162,NA
2517,C84-9,0.2689,NA
2518,C84-10,0.28,NA
2519,C84-11,0.2389,NA
2520,C84-12,0.2145,NA
2521,C85-1,0.0555,NA
2522,C85-2,0.0415,NA
2523,C85-3,0.0623,NA
2525,C85-5,0.0989,NA
2526,C85-6,0.0317,NA
2527,C86-1,0.2278,NA
2528,C86-2,0.085,NA
2529,C86-3,0.0706,NA
2530,C86-4,0.2165,NA
2531,C86-5,0.1821,NA
2532,C86-6,0.1967,NA
2533,C87-1,0.4364,NA
2534,C87-2,0.713,NA
2535,C87-3,0.2713,NA
2536,C87-4,0.2258,NA
2537,C87-5,0.4518,NA
2538,C87-6,0.3244,NA
2539,C88-1,0.0399,NA
2540,C88-2,0.066,NA
2541,C88-3,0.0727,NA
2542,C88-4,0.0725,NA
2543,C88-5,0.0464,NA
2544,C88-6,0.0246,NA
2545,C88-7,0.0167,NA
2546,C88-8,0.0649,NA
2548,C89-1,0.1477,NA
2549,C89-2,0.0706,NA
2550,C89-3,0.1334,NA
2551,C89-4,0.1016,NA
2552,C89-5,0.0887,NA
2553,C89-6,0.1986,NA
2554,C89-7,0.0863,NA
2555,C89-8,0.1593,NA
2556,C89-9,0.2486,NA
2557,C90-1,0.1835,NA
2558,C90-2,0.1816,NA
2559,C90-3,0.1588,NA
2560,C90-4,0.3656,NA
2561,C90-5,0.2327,NA
2562,C90-6,0.2902,NA
2563,C90-7,0.1614,NA
2564,C90-8,0.2631,NA
2565,C90-9,0.5873,NA
2566,C91-1,0.042,NA
2567,C91-2,0.0349,NA
2568,C91-3,0.0299,NA
2569,C91-4,0.025,NA
2570,C91-5,0.0306,NA
2571,C91-6,0.0255,NA
2572,C91-7,0.0343,NA
2573,C91-8,0.0673,NA
2574,C91-9,0.0276,NA
2575,C91-10,0.0292,NA
2576,C91-11,0.0292,NA
2577,C91-12,0.0215,NA
2578,C92-1,0.0822,NA
2579,C92-2,0.0746,NA
2580,C92-3,0.0915,NA
2581,C92-4,0.095,NA
2582,C92-5,0.0415,NA
2583,C92-6,0.0718,NA
2584,C92-7,0.028,NA
2585,C92-8,0.0656,NA
2587,C92-10,0.1882,NA
2588,C92-11,0.0875,NA
2589,C92-12,0.2735,NA
2590,C93-1,0.2338,NA
2591,C93-2,0.1956,NA
2592,C93-3,0.1865,NA
2593,C93-4,0.1785,NA
2594,C93-5,0.1386,NA
2595,C93-6,0.1534,NA
2596,C93-7,0.1594,NA
2597,C93-8,0.1575,NA
2598,C93-9,0.1826,NA
2599,C93-10,0.17,NA
2600,C93-11,0.4333,NA
2601,C93-12,0.2085,NA
2602,C94-1,0.0415,NA
2603,C94-2,0.029,NA
2604,C94-3,0.0363,NA
2605,C94-4,0.0611,NA
2606,C94-5,0.039,NA
2607,C94-6,0.0572,NA
2608,C94-7,0.0139,NA
2609,C94-8,0.0449,NA
2610,C94-9,0.0552,NA
2611,C95-1,0.1669,NA
2612,C95-2,0.1432,NA
2613,C95-3,0.1018,NA
2614,C95-4,0.0948,NA
2615,C95-5,0.1154,NA
2616,C95-6,0.0988,NA
2617,C95-7,0.1117,NA
2618,C95-8,0.0369,NA
2619,C95-9,0.114,NA
2620,C96-1,0.3115,NA
2621,C96-2,0.0251,NA
2622,C96-3,0.1271,NA
2623,C96-4,0.3757,NA
2624,C96-5,0.0948,NA
2625,C96-6,0.1169,NA
2626,C96-7,0.3485,NA
2627,C96-8,0.1116,NA
2628,C96-9,0.1388,NA
2629,C97-1,0.0016,NA
2630,C97-2,0.0148,NA
2632,C97-4,0.0262,NA
2633,C97-5,0.0186,NA
2634,C97-6,0.0319,NA
2635,C97-7,0.0149,NA
2636,C97-8,0.0327,NA
2637,C97-9,0.0346,NA
2638,C97-10,0.0282,NA
2639,C97-11,0.067,NA
2641,C98-1,0.1096,NA
2642,C98-2,0.114,NA
2643,C98-3,0.1569,NA
2644,C98-4,0.0713,NA
2645,C98-5,0.0882,NA
2646,C98-6,0.0505,NA
2647,C98-7,0.1231,NA
2648,C98-8,0.0989,NA
2649,C98-9,0.0769,NA
2650,C98-10,0.0282,NA
2651,C98-11,0.0578,NA
2652,C98-12,0.0766,NA
2653,C99-1,0.1778,NA
2654,C99-2,0.1891,NA
2655,C99-3,0.1265,NA
2656,C99-4,0.093,NA
2657,C99-5,0.3059,NA
2658,C99-6,0.1344,NA
2659,C99-7,0.1797,NA
2660,C99-8,0.2144,NA
2661,C99-9,0.1585,NA
2662,C99-10,0.2968,NA
2664,C99-12,0.0879,NA
2665,C100-1,0.0609,NA
2666,C100-2,0.0291,NA
2667,C100-3,0.0092,NA
2668,C100-4,0.029,NA
2669,C100-5,0.0347,NA
2670,C100-6,0.0329,NA
2671,C100-7,0.017,NA
2672,C100-8,0.0338,NA
2673,C100-9,0.0154,NA
2674,C100-10,0.0318,NA
2675,C100-11,0.0443,NA
2676,C100-12,0.0447,NA
2677,C101-1,0.0259,NA
2678,C101-2,0.1526,NA
2679,C101-3,0.125,NA
2682,C101-6,0.1539,NA
2683,C101-7,0.0913,NA
2684,C101-8,0.0568,NA
2685,C101-9,0.0829,NA
2686,C101-10,0.1095,NA
2687,C101-11,0.0948,NA
2688,C101-12,0.1125,NA
2689,C102-1,0.2142,NA
2690,C102-2,0.1649,NA
2691,C102-3,0.2442,NA
2692,C102-4,0.1933,NA
2693,C102-5,0.3072,NA
2694,C102-6,0.0502,NA
2695,C102-7,0.0432,NA
2696,C102-8,0.0948,NA
2697,C102-9,0.091,NA
2698,C102-10,0.2303,NA
2699,C102-11,0.0924,NA
2700,C102-12,0.0938,NA
2701,D1-1,0.0489,NA
2702,D1-2,0.0888,NA
2703,D1-3,0.1389,NA
2704,D2-1,0.1894,NA
2705,D2-2,0.1344,NA
2706,D2-3,0.3288,NA
2707,D3-1,0.744,NA
2708,D3-2,0.1378,NA
2709,D3-3,0.056,NA
2710,D4-1,0.0435,NA
2711,D4-2,0.0179,NA
2712,D4-3,0.0145,NA
2713,D4-4,0.0337,NA
2714,D4-5,0.0335,NA
2715,D4-6,0.0134,NA
2716,D5-1,0.0249,NA
2717,D5-2,0.0453,NA
2718,D5-3,0.0805,NA
2719,D5-4,0.1686,NA
2720,D5-5,0.074,NA
2721,D5-6,0.1422,NA
2722,D6-1,0.2306,NA
2723,D6-2,0.3375,NA
2724,D6-3,0.1769,NA
2725,D6-4,0.2552,NA
2726,D6-5,0.2214,NA
2727,D6-6,0.1062,NA
2728,D7-1,0.0454,NA
2729,D7-2,0.0264,NA
2730,D7-3,0.0092,NA
2731,D7-4,0.0283,NA
2732,D7-5,0.0328,NA
2733,D7-6,0.0239,NA
2734,D7-7,0.0293,NA
2735,D7-8,0.0247,NA
2736,D7-9,0.033,NA
2737,D8-1,0.0663,NA
2738,D8-2,0.0579,NA
2739,D8-3,0.0787,NA
2740,D8-4,0.0363,NA
2741,D8-5,0.0675,NA
2742,D8-6,0.0742,NA
2743,D8-7,0.0292,NA
2744,D8-8,0.0815,NA
2745,D8-9,0.2319,NA
2746,D9-1,0.3085,NA
